Property_ID,Address,City,State,Zip_Code,Property_Type,Bedrooms,Bathrooms,Square_Feet,Listing_Price,Listing_Date
2da1afda-fe65-4dcc-aabd-b05a1be00f8e,50209 Rivera Corners,San Antonio,TX,78201,Commercial,,,3230,241820.5,2023-08-25
17d71fc0-092c-4030-ae75-76375c3552b3,499 Tammy Summit,Dallas,TX,75201,Commercial,,,2947,278763.15,2024-10-09
35845d71-b221-41c5-b5b8-6d0a864f36dd,5616 Kelly Dale Apt. 458,Houston,TX,77001,Land,,,1324,1160152.65,2024-06-03
feb9ea24-933c-4d00-8680-0a0b42791490,98179 Simmons Vista,Dallas,TX,75201,Commercial,,,2920,955960.74,2024-03-19
cbf6aa23-a01e-41f5-b702-beba0623ffbf,99787 Morton Ridge Apt. 430,San Antonio,TX,78201,Residential,4.0,1.0,2761,219099.81,2023-10-17
02e460aa-365b-4763-a333-6ea8ce58de20,396 Williams Keys,Dallas,TX,75201,Commercial,,,4077,194852.2,2024-09-25
af92ef22-1d24-47e2-8191-d19dc45c3fbb,441 Evans Plaza,Fort Worth,TX,76101,Industrial,,,2891,1073881.01,2024-03-25
a090360d-27c7-455a-bb43-4a7222c0c475,6990 James Village Suite 770,Austin,TX,73301,Commercial,,,2747,178687.28,2024-11-30
ccae58fe-54eb-4e20-af7c-7d2b93d054e4,576 Mary Hills Suite 880,Dallas,TX,75201,Industrial,,,1765,1246150.58,2023-12-26
0818c965-b5b8-4351-9083-0841db9a0eb7,24056 Ashley Loaf Apt. 914,Austin,TX,73301,Residential,3.0,3.0,3189,1081395.17,2025-01-15
c71d4564-0992-4886-88f2-16c15fcc997d,1735 Gallegos Hollow Apt. 842,San Antonio,TX,78201,Residential,3.0,4.0,4368,190922.01,2023-10-13
c6895836-4f73-4b1c-860c-7b68dfb68a5f,78078 James Orchard,Austin,TX,73301,Land,,,2810,195893.74,2025-02-05
164a9b18-df33-44c6-9823-3b06d91ea7e6,18230 Hughes Way Apt. 040,Houston,TX,77001,Commercial,,,3370,1480961.4,2025-01-01
c5d56016-51b3-4cf5-8843-3a3846d28109,0184 Becky Inlet Apt. 533,Fort Worth,TX,76101,Industrial,,,3241,608335.88,2024-02-25
f17aa7a9-243d-416d-8563-abbe51883a26,142 Joshua Bridge Apt. 385,Houston,TX,77001,Land,,,3540,603165.06,2024-09-16
1b1e06c3-0cea-4f73-aced-4d55e73e2bc5,321 Austin Junction Suite 020,Austin,TX,73301,Land,,,2669,1233239.38,2024-07-17
915aa3c0-7737-4fb5-83b1-927bc1785e77,16629 Jensen Inlet Suite 381,Dallas,TX,75201,Commercial,,,1659,1424829.22,2025-07-03
420fbeef-9def-4ab9-a54c-a6cadc70ce22,71747 Hall Fork,Dallas,TX,75201,Residential,3.0,1.0,4834,1480051.52,2023-11-06
593edc83-c497-40a8-8842-04d52bb9a661,2557 Johnson Mountains Apt. 577,San Antonio,TX,78201,Residential,2.0,3.0,2905,1148563.91,2025-05-04
669be896-7602-42ba-8862-036f4d579d00,161 Hawkins Cliffs,Dallas,TX,75201,Land,,,1324,611169.91,2025-03-24
a9a0f4ef-2c4f-4416-bc74-9c16b1b2b5f8,93827 Jones Fords Suite 695,Houston,TX,77001,Commercial,,,4753,193988.52,2024-09-12
f4b4c704-4edb-4dc8-ad19-bd5271f9b0e2,971 Nguyen Court,Houston,TX,77001,Residential,4.0,2.0,3436,1182434.36,2025-04-16
000c14a5-cf51-4203-a2d9-99bac146ed52,91965 Newman Circle Apt. 329,Fort Worth,TX,76101,Industrial,,,4051,870726.06,2025-06-18
e09ef2a3-ae77-4249-b4a6-3e7632173525,278 Price Ports,Fort Worth,TX,76101,Industrial,,,1610,679516.36,2024-06-29
0d99c071-f7c8-435f-8c83-bc68e6ace59a,9465 Brandi Ridge Suite 240,Fort Worth,TX,76101,Land,,,1508,1366555.0,2024-04-29
a00e0b60-64ee-44c1-9714-fadcb3c4d030,851 Glenn Freeway,Austin,TX,73301,Land,,,4412,233456.41,2024-06-17
5c3bd3b5-ecaa-4afb-97e4-527a6274d240,666 Gardner Shore Apt. 723,Houston,TX,77001,Residential,4.0,2.0,3234,776990.77,2024-09-21
74be4b20-dc32-48a0-aa75-80e2ce52309d,42201 Douglas Oval Suite 212,Fort Worth,TX,76101,Industrial,,,4049,91178.94,2024-11-27
7f8736f1-93f3-4702-81e6-ee9a9ac55023,278 Arnold Mission Suite 532,Houston,TX,77001,Residential,4.0,3.0,2833,742841.41,2024-06-11
1cf8570b-5e5b-4ad8-b473-2eb67bb775d4,846 Johnson Camp,Houston,TX,77001,Residential,1.0,1.0,2440,155232.17,2024-10-01
94628786-cc50-4a89-8a08-d40ea2395ad5,128 Marshall Common Apt. 371,San Antonio,TX,78201,Commercial,,,1869,244315.53,2024-12-30
4b6c14e4-cc58-4b60-ba4e-8355f5e8a7e1,058 Taylor Passage Suite 956,Fort Worth,TX,76101,Industrial,,,3211,242474.9,2024-04-17
496cc03a-06fd-41e6-9fd3-3d40bcc4f0db,09494 Crystal Prairie Apt. 904,Houston,TX,77001,Commercial,,,4172,1000124.68,2025-04-06
26b0d2c9-bd2c-44eb-977e-3f2ce8fe6095,28144 Christina Harbor Suite 019,Houston,TX,77001,Land,,,2231,1138113.95,2023-11-30
d66de2a1-2776-44d0-925c-7d37ef16d03b,2437 Lauren Wall Apt. 512,Houston,TX,77001,Land,,,4912,906300.49,2024-10-22
79ea5621-6614-43a7-b6c9-aeb22ae7dc19,6372 Becky Ville Suite 041,Dallas,TX,75201,Commercial,,,2533,1446095.88,2023-08-27
87beb021-f636-44f5-90d0-f83dadb1be7a,8366 Baker Pines Suite 047,Dallas,TX,75201,Commercial,,,4839,609190.58,2024-05-09
6422a73e-958c-4cfd-a783-0a8f415e3805,85694 Nelson Unions,Dallas,TX,75201,Industrial,,,1121,482139.72,2023-10-02
1902c93b-6947-4974-830f-e73e11654cb3,393 Byrd Falls Suite 800,San Antonio,TX,78201,Land,,,808,1312753.76,2025-04-23
f041e4f7-0e8f-400b-9789-76de9e90d107,753 King Bypass,Dallas,TX,75201,Land,,,4389,393624.07,2023-08-05
f79828a2-cd9e-44ec-90e9-e294a5dd2836,111 Nicholas Track,San Antonio,TX,78201,Land,,,4778,1447592.12,2025-06-15
aae6787e-e744-4a30-b135-6d676d4ec8a4,24471 Livingston Harbor,Houston,TX,77001,Industrial,,,2230,92320.13,2025-03-06
335f0d14-edb7-44e4-babb-66097de17a85,2140 Price Circle Suite 427,Austin,TX,73301,Industrial,,,2646,1457077.33,2023-09-09
40271514-ba40-462f-9243-a30112068ad6,71286 Christina Coves Suite 410,Austin,TX,73301,Land,,,974,136502.87,2023-09-12
7a675870-7d9d-4b3b-855f-a445f09e0302,72006 Hernandez Isle Suite 908,Austin,TX,73301,Land,,,3996,1344878.94,2025-01-17
ae8cc97b-555c-4e18-9be2-124ffdd99681,1830 Finley Viaduct Suite 198,San Antonio,TX,78201,Industrial,,,2292,826974.08,2025-07-13
30e59543-a925-4e85-a258-8ce9f7aeede8,0158 Miller Mount Suite 328,Dallas,TX,75201,Residential,3.0,4.0,4608,1489974.83,2023-08-17
97cb4585-ff12-4e28-b840-d136067e4b72,615 Miller Roads Suite 320,Dallas,TX,75201,Land,,,3712,180160.1,2023-12-14
0433fd20-feee-43e1-b771-67007305cd23,6184 Ferguson Village,Austin,TX,73301,Land,,,1195,864242.36,2025-04-08
ad968213-f0a9-497f-b557-c28c85eb2b3f,0506 Jason Shoal,Dallas,TX,75201,Commercial,,,1721,1456256.11,2024-12-17
eb034c4e-e83c-4ff9-b8a1-d98804e1502a,931 Jill Overpass,San Antonio,TX,78201,Land,,,4676,820414.43,2024-12-06
d145bd7f-d15b-4a37-905f-86aa974e8f83,20204 Stephen Extension,Fort Worth,TX,76101,Industrial,,,3038,971893.06,2025-04-26
66ea0949-adab-4b01-bce8-e033fb70fbf3,79931 Ronald Valleys,Austin,TX,73301,Commercial,,,1979,1066441.88,2025-04-27
5eb38ef5-b240-40ca-ab05-61676a478ddf,98253 Brittany Isle Apt. 142,Austin,TX,73301,Land,,,3049,722721.02,2025-02-25
04005940-2862-4b4e-8714-d549604a1fe2,3902 Kylie Roads,Houston,TX,77001,Residential,4.0,1.0,2535,969270.26,2024-11-04
697ae294-734e-4b10-85e9-054f455cf668,00219 Butler Valley Suite 232,Fort Worth,TX,76101,Commercial,,,2509,907647.89,2024-11-25
8ec61be5-012b-409e-ab35-8d15590cee67,90927 Courtney Tunnel,San Antonio,TX,78201,Land,,,2651,1359150.16,2024-03-07
31979167-0d95-4e72-86c3-e49735469cb1,18195 Steven Road,San Antonio,TX,78201,Commercial,,,1024,139761.09,2024-12-11
9de7df7b-5594-452b-805a-8e7e6f46a41f,77220 Deanna Haven,San Antonio,TX,78201,Commercial,,,3903,475372.55,2023-12-27
bf4113cb-32e1-4f17-ab47-ed615372ebed,10822 Todd Crescent Apt. 379,San Antonio,TX,78201,Residential,2.0,2.0,4734,1429336.36,2024-10-10
251adf0e-6f94-4a50-a3f7-13a70de92f1b,15313 Kane Lane Apt. 179,Austin,TX,73301,Residential,1.0,1.0,3924,1343625.89,2024-07-28
450ab36d-f9be-47f3-9bcc-90fca1cc22d8,726 Taylor Stravenue,Dallas,TX,75201,Commercial,,,1172,724310.87,2023-12-15
c2a59d7b-2bd3-4971-ab10-b78675656daf,2090 Taylor Walk,Austin,TX,73301,Commercial,,,3591,958688.95,2024-07-13
bae27198-03b6-4657-8777-be217677a166,49292 Christopher Walks Suite 397,Austin,TX,73301,Residential,4.0,2.0,3999,470268.19,2025-04-28
bbc51a50-787c-40d3-bdc4-19b20a414919,335 Riley Ramp Apt. 906,Houston,TX,77001,Commercial,,,4851,343072.65,2023-08-21
bb56588b-b172-4c53-832e-2730c0c9c3ed,8671 Simpson Corner,Austin,TX,73301,Residential,2.0,3.0,1256,735770.23,2024-09-23
c596fab7-76b9-4472-b470-724cf9f6b641,25431 Timothy Inlet Apt. 799,Houston,TX,77001,Land,,,2932,578526.92,2023-08-05
e4b81e89-6287-429e-9219-4d94a0970ff4,625 Padilla Alley,San Antonio,TX,78201,Commercial,,,1481,906709.96,2025-05-16
f200a32c-83c5-4510-8e08-2343eea77ea8,046 Wolfe Ridge Apt. 195,Dallas,TX,75201,Residential,1.0,1.0,1255,185771.86,2025-02-08
a6276167-1d12-4daf-8a25-71593d170879,16579 Michael Extensions Apt. 832,Dallas,TX,75201,Industrial,,,4056,1463512.6,2024-04-03
805f0892-7c79-4dd9-b3d1-2f3e5860c4f4,933 Gomez Grove Suite 401,Fort Worth,TX,76101,Residential,5.0,4.0,1912,1480350.31,2024-05-02
10ccf85f-e214-4458-b0dd-3de0fa63bde0,8847 Marsh Square,Houston,TX,77001,Residential,4.0,1.0,2356,1069880.44,2025-04-06
b273f93c-1cad-448a-86a4-2ee12a2e1e6a,1162 Mullen Club,Houston,TX,77001,Commercial,,,3450,838937.32,2023-10-10
58c158e2-7951-452b-a1cc-8ba7ee854c72,2380 Butler Springs,Houston,TX,77001,Industrial,,,983,516076.85,2024-09-10
7c743895-5388-4128-896d-525ea5639cf4,0431 Monica Fort Suite 695,Fort Worth,TX,76101,Residential,5.0,3.0,4728,1234657.9,2024-12-08
f4ca6e70-74b7-49ec-88cd-42c05a66219e,4924 Kristina Forks Suite 540,Houston,TX,77001,Residential,2.0,3.0,2398,1050741.92,2023-11-10
cb618d75-aa96-4dfb-a79b-265ab15f3994,284 Teresa Villages,Dallas,TX,75201,Land,,,4837,306729.14,2025-01-18
08e1624e-b506-424d-8fff-29f734850fcd,31059 Scott Land,San Antonio,TX,78201,Residential,4.0,3.0,3394,1373071.24,2023-12-08
01196e6d-27f3-4b78-91f9-cd77ed850a6d,2578 Amanda Crossing Apt. 672,Fort Worth,TX,76101,Industrial,,,2302,1247115.57,2024-07-07
8d0bb6d7-ad91-4456-a3b1-3ebd0a42be3f,474 Lauren Stream Suite 517,San Antonio,TX,78201,Land,,,3229,1428464.88,2025-06-16
955bc346-31f5-4560-a42d-10f59bafcc20,0693 Howard Islands,San Antonio,TX,78201,Commercial,,,1890,1109150.3,2023-08-29
51589375-7d8f-4350-b1c7-7a4464f8f226,3018 Rhodes Corners,Dallas,TX,75201,Commercial,,,4224,949116.65,2024-08-18
4edeae5f-59f2-474c-984c-b0f748ded8be,562 Wood Landing,San Antonio,TX,78201,Industrial,,,4334,670996.33,2023-07-27
24c58b47-1609-44d1-9912-509096516ec2,137 Lara Heights Apt. 662,Houston,TX,77001,Residential,1.0,2.0,2785,1404138.09,2025-04-26
2cc5c9de-6a1d-4731-85f8-e14dea16ce6e,7851 Davis Lodge,Austin,TX,73301,Residential,3.0,1.0,896,1309141.04,2024-11-25
76a4c79b-bd67-4458-8f2d-0b177e7d5e88,923 Marisa Highway Suite 049,Houston,TX,77001,Industrial,,,2474,139436.6,2024-03-10
b0167db8-e823-4943-bdec-46052deb57f9,02447 Desiree Heights,Fort Worth,TX,76101,Commercial,,,1544,112572.94,2024-06-06
af97fbd2-a0c4-4942-8206-7d80de4beb12,14719 Perkins Port,Houston,TX,77001,Land,,,4199,611460.3,2024-06-20
29ce9bfa-5b7d-4d2d-a2af-f503b17aff6d,158 Megan Estates Apt. 257,Fort Worth,TX,76101,Land,,,3726,1230038.5,2025-05-30
c4359252-319d-4940-838c-c13713aae9c8,5650 Carter Route,Dallas,TX,75201,Commercial,,,4413,1481868.48,2025-07-14
947defcf-88cf-453d-9888-89ce5cce495d,92855 Nelson Square,Fort Worth,TX,76101,Land,,,4883,289344.07,2025-01-02
e5a5829e-cb8c-4d76-b03c-1503d4e20134,02845 Jenkins Estates Apt. 328,Fort Worth,TX,76101,Land,,,4384,921636.27,2024-01-05
7122d7a0-d129-42d3-a396-6b835cd14b22,7112 Timothy Inlet,Austin,TX,73301,Industrial,,,1542,617769.47,2025-01-04
1c99d366-c8b6-4c18-8355-853eb0d9751c,40132 Hailey Inlet Apt. 321,Houston,TX,77001,Residential,4.0,2.0,1936,1457128.02,2024-06-11
e8956041-1e71-4fa9-b815-c7df0f2c01b7,76031 Laura Passage,Austin,TX,73301,Residential,2.0,1.0,3330,1275019.47,2024-10-20
47021755-f11c-40a4-bf06-d520d88a617b,14011 Briana Flats Apt. 501,Houston,TX,77001,Commercial,,,1272,1269618.4,2023-11-08
89811f35-c107-40bc-a6d3-35722bf95861,2893 Cory Prairie Apt. 833,Houston,TX,77001,Land,,,814,742887.75,2024-02-21
1b799e6b-f52e-44a6-ac6c-2e1b708df094,138 Richardson Radial,Fort Worth,TX,76101,Commercial,,,4316,666117.79,2023-12-08
850cddfd-1c3d-4e19-b745-55601fa54251,6638 Rick Trace,Fort Worth,TX,76101,Commercial,,,1467,464605.08,2024-03-18
bc75ed53-99b3-4070-b4fa-65ce489ac27e,5480 Mark Crescent,San Antonio,TX,78201,Land,,,2629,155335.08,2024-05-11
0345eeda-2de6-4d5b-9e10-a3a0addb8943,738 Roberts Walk Suite 317,San Antonio,TX,78201,Commercial,,,2003,1307229.39,2025-07-16
56b09052-32f7-4350-b9a7-32dc5d1c1906,167 David Locks Suite 912,San Antonio,TX,78201,Land,,,4990,1233383.94,2023-09-06
97f971d5-94f8-4e6c-8416-c07cb6a787b1,613 Hardy Harbors,San Antonio,TX,78201,Industrial,,,3450,1499597.68,2025-03-03
3b172319-7f4d-45b9-bd45-7a09402d35e8,657 Archer Pass Suite 271,Houston,TX,77001,Commercial,,,3529,1495207.49,2023-10-20
9f8c2c51-9f39-46a5-8d81-31f52719bfdb,10170 Patrick Springs,Austin,TX,73301,Land,,,3225,866490.18,2024-03-27
8a601b92-dc13-4c04-8f3a-2f8d57f731e3,87734 Henry Green,Houston,TX,77001,Industrial,,,4987,1170807.07,2024-09-11
dc409942-a8cf-4936-8e81-b2f02d474c4f,61675 Ramos Camp,Austin,TX,73301,Commercial,,,3340,1421291.17,2023-08-12
927c5ea7-8a15-4e92-af74-ae638dc4c81f,276 Larry Loaf Suite 197,Austin,TX,73301,Land,,,3841,1285747.53,2024-12-11
0b8ce21f-9728-4c5e-8734-a4030fb97b5d,8280 Baker Ramp Suite 954,Dallas,TX,75201,Commercial,,,3895,427471.04,2024-03-22
a9470663-0e73-4523-99ec-c846697437ea,5905 Davis Key,Dallas,TX,75201,Residential,3.0,3.0,3652,717025.39,2024-04-20
75fe2857-0991-446d-937c-64b089d5af23,34911 Wilson Extension,San Antonio,TX,78201,Industrial,,,1057,259052.17,2023-08-02
ceee7d65-1904-4ca7-9291-e493528a34f3,864 Heather Radial Apt. 569,Fort Worth,TX,76101,Commercial,,,4153,1434522.71,2024-05-16
49902258-36cd-442f-892c-6b33d9af8224,35785 Christina Lakes Suite 371,San Antonio,TX,78201,Land,,,3318,938798.85,2025-04-30
79ab3018-87f3-49a4-8d1a-810d910171d2,49639 Jennifer Prairie Apt. 954,Austin,TX,73301,Land,,,2246,400816.0,2023-09-08
c370f2e2-abeb-4f49-b406-ca3283ef3ce9,51484 Alvarado Island Apt. 664,Fort Worth,TX,76101,Industrial,,,3358,1032173.48,2024-11-14
c4e4fe52-da4f-406b-9d4a-c78bcf1643a0,82973 Adams Route,Houston,TX,77001,Residential,5.0,3.0,3597,955832.74,2024-09-03
107e528c-e940-43af-9488-edffdc352577,083 Ford Garden Apt. 466,Fort Worth,TX,76101,Industrial,,,2032,585381.87,2024-03-21
cc0b200d-3ede-438e-8717-9ef331216863,4424 Richard Crescent,Austin,TX,73301,Commercial,,,4777,236819.57,2023-11-11
da3ed15a-a4f0-408a-ad0d-5e1d8cfb137c,7866 James Groves Apt. 044,San Antonio,TX,78201,Land,,,2954,1031991.8,2024-12-10
683199c6-f480-4da5-a68c-13481046e3df,700 Lee Hills,Houston,TX,77001,Land,,,1296,816438.47,2025-05-21
3cf29ade-171a-4b65-a272-d7ca7f176b55,162 Daniel Street Apt. 898,San Antonio,TX,78201,Commercial,,,3133,1175553.71,2024-01-29
708175fd-4648-4be8-b84c-e7a936cfd2d5,5963 Robinson Coves,Houston,TX,77001,Land,,,3339,816232.99,2023-12-01
e1228e75-4719-4f5c-b69b-d5963f10938c,9078 Lyons Creek Suite 867,Houston,TX,77001,Residential,1.0,3.0,1432,1289358.64,2024-12-29
eade7b17-b0d0-40bd-8dff-01baf0db6ecb,7540 Mckenzie Shore,Houston,TX,77001,Commercial,,,3754,861467.25,2025-03-29
e8e7f030-0203-4340-a372-d63571414f58,8645 Amanda Freeway,Houston,TX,77001,Residential,4.0,4.0,3528,874336.61,2025-05-14
c78a7900-d2bd-46ec-9481-13b4ddcf5003,4134 Michele Estates Suite 560,Fort Worth,TX,76101,Industrial,,,2073,1324231.38,2024-02-15
53a71719-bcdf-4302-8c37-e264d03cd20a,6561 Holly Parkways Apt. 569,Dallas,TX,75201,Residential,3.0,3.0,1759,649963.08,2025-02-03
28670d3b-1c5f-4cba-950d-28eb93683dd6,002 Gibbs Dale Apt. 634,Austin,TX,73301,Residential,5.0,1.0,4641,265971.7,2024-03-17
affdd43b-2c69-4f04-82bb-eaae222db2cf,296 Hayes Well,Houston,TX,77001,Industrial,,,3416,116015.31,2025-02-08
e826fac7-3a8c-4ed5-a06a-a68a9cac3d21,3165 Phillip Lane Apt. 008,Dallas,TX,75201,Commercial,,,3421,1151070.59,2024-12-01
5e3003e1-f541-444e-96cc-b813263553ba,3420 Williamson Rapid,San Antonio,TX,78201,Commercial,,,3896,958941.11,2024-02-05
3977c7b4-1e56-4346-be80-8d05ac71b531,108 Ayala Motorway,Fort Worth,TX,76101,Land,,,2559,1078313.67,2025-04-20
ba098a27-4870-4a92-92f7-7d5dfec5ea47,44762 Gates Rapid,Fort Worth,TX,76101,Commercial,,,1000,378473.93,2024-01-01
5ea0942c-3f91-4419-a846-a9df73733554,2620 Cherry Freeway,Dallas,TX,75201,Commercial,,,3349,269329.35,2024-11-08
55367ab6-0d57-4085-8f0a-64508e978ce1,07256 Jennifer Station Suite 941,Houston,TX,77001,Residential,2.0,3.0,4372,95726.15,2023-09-30
abd7d3f1-650a-49aa-ba3f-012e4d711f28,5990 Jon River,Fort Worth,TX,76101,Residential,3.0,2.0,1195,574587.27,2024-05-08
42a9f7e5-244c-49a8-aed4-7a6d87c9daac,80924 William Junction Suite 215,Houston,TX,77001,Land,,,3897,915632.7,2025-01-19
d45ff4db-9ce9-4544-8362-262de07ee721,0274 Howe Haven,Fort Worth,TX,76101,Commercial,,,1813,633947.76,2025-06-18
2ee25989-3ad8-4406-8df8-1d2b260c037e,562 Doyle Overpass Apt. 870,Fort Worth,TX,76101,Land,,,1631,698401.76,2023-12-11
b582ef0c-fd23-46f4-9b44-e6ed71076f2e,4276 Wanda Park,Austin,TX,73301,Industrial,,,4632,1363426.14,2023-08-18
a9c3640d-e411-49d7-9030-fb0c45d5aacb,7121 Davis Ways Suite 228,Austin,TX,73301,Residential,5.0,4.0,2342,571264.04,2025-04-16
18246315-ad49-4072-bf84-3004c4ac41b5,089 Robert Club,Houston,TX,77001,Residential,2.0,4.0,3685,807435.02,2024-01-25
981dc530-44f2-4d97-b488-1671a0dbfca2,41659 Mary Drives Apt. 177,Dallas,TX,75201,Industrial,,,4002,1191705.54,2024-07-04
cc535c3e-52bb-430d-886f-ac8fa4c5dae5,0975 Jason Causeway,San Antonio,TX,78201,Commercial,,,2945,640073.46,2025-03-31
dd926cbf-c558-4a17-b70d-78a03d75e423,189 Davis Glens,Austin,TX,73301,Commercial,,,2959,961473.55,2023-12-03
ebf484d0-ce6d-49bf-bc63-3d6c6eaf0a90,03266 Holland Shoal Apt. 147,Austin,TX,73301,Residential,1.0,3.0,4472,1303868.28,2025-03-31
6c4e5a8c-99af-4e64-9024-822544bb10e0,925 Marilyn Passage Apt. 776,Austin,TX,73301,Residential,4.0,3.0,3483,1428066.89,2024-07-22
396726aa-ad2b-4c82-b6a9-90f1f9285706,5926 Davis Passage,Houston,TX,77001,Industrial,,,2763,284579.71,2024-04-08
20b6d43c-fbf3-4106-a60b-13e04ce6929f,8814 Kim Unions,San Antonio,TX,78201,Residential,4.0,4.0,1805,1395387.37,2024-07-22
9187c9a0-b866-4c7c-a92d-cf4f76f3ba50,86490 Samantha Passage Apt. 866,San Antonio,TX,78201,Residential,1.0,4.0,4508,776265.72,2023-09-29
b4522738-e073-49de-aa8f-7654155287c7,4918 Daniel Shore Suite 226,Austin,TX,73301,Industrial,,,4715,442998.25,2023-08-22
df22367d-4262-448c-9aa3-3580fb708dd7,9779 Peterson Well Apt. 321,Fort Worth,TX,76101,Land,,,2279,729268.45,2025-02-17
de68666d-67b4-4520-b11a-369675cd3e5c,8006 Alexander Shoal,Fort Worth,TX,76101,Industrial,,,4995,1471546.42,2024-07-22
06dd5e19-dbe8-4664-b02f-420ef87405ca,9956 Miller Dale Apt. 310,Dallas,TX,75201,Industrial,,,3654,776980.78,2025-01-08
0595c9a3-6c00-46f0-b957-595f25ee2f0f,2368 Christopher Trail,Houston,TX,77001,Residential,4.0,2.0,1656,543471.04,2024-07-11
6448a3d5-d576-4137-9456-e29d91c631cf,27770 Richards Flats,Dallas,TX,75201,Residential,2.0,2.0,1118,977596.22,2024-03-03
0979f5d3-4a70-4330-bfc0-31368de6e6b3,0166 Mclaughlin Ranch,Houston,TX,77001,Land,,,2533,417207.51,2025-02-04
a5f701fe-e493-498a-8491-be4010423a8e,7899 Hall Circle Apt. 695,Fort Worth,TX,76101,Industrial,,,4665,183105.24,2024-09-19
383e69a4-81f4-4dfd-bb6b-1c0d702805af,1795 Terry Brooks Apt. 437,Houston,TX,77001,Industrial,,,4303,258653.6,2024-04-10
1610ac0a-bfcf-414e-b0d1-8df1484f1db9,724 Moyer Village Suite 729,Dallas,TX,75201,Land,,,2729,257465.32,2023-12-25
e1831003-5bd9-42c7-84a4-34e7ffcf956e,23297 Laura Park Suite 338,Houston,TX,77001,Commercial,,,2147,291461.34,2023-08-23
c8ee46bf-571f-4cdb-be60-afde4200a1aa,2280 Matthew Crescent Apt. 183,Dallas,TX,75201,Residential,2.0,4.0,4888,272828.72,2024-07-29
1a140609-f287-4989-9bbf-46edc83b6467,84289 Jasmine Mill Suite 119,Austin,TX,73301,Land,,,4003,988246.51,2024-11-02
c3101e2e-7107-414f-b54a-31ba4ac8927e,121 Rhonda Estate,Fort Worth,TX,76101,Land,,,1985,334179.12,2025-02-02
5760c094-7942-400a-8f24-2413d5b65438,125 Fuentes Crossing Apt. 760,Fort Worth,TX,76101,Land,,,1646,567575.88,2024-01-24
cd40b648-2353-48a6-ba6a-22d9c986f893,214 Espinoza Mall Suite 328,San Antonio,TX,78201,Industrial,,,4258,1352923.48,2024-06-09
c5ba36af-fb60-4e1c-a6d2-975250970843,6785 Scott Trail Apt. 811,Fort Worth,TX,76101,Land,,,2556,750395.34,2024-04-05
f9005224-8510-41c0-a035-4d75a90d75ad,0602 Tiffany Station,Austin,TX,73301,Commercial,,,2776,1026269.78,2025-03-29
9e418884-c9d0-40fc-9fd6-09228b5f74aa,6845 Smith Harbors Apt. 673,Austin,TX,73301,Industrial,,,4192,320555.82,2025-06-06
82fce908-17c3-45fc-b6b7-4e2748af7f10,563 Miller Plain Suite 628,Austin,TX,73301,Commercial,,,3273,349011.85,2024-09-10
d7720330-0f58-4a93-bb63-721d1c45eba3,520 Pamela Plains Suite 346,San Antonio,TX,78201,Residential,5.0,3.0,2972,133237.78,2024-08-13
90cafac3-94e3-452b-bd2f-1be9beea002a,8510 Shane Ports Apt. 753,Dallas,TX,75201,Residential,1.0,2.0,2516,315732.46,2025-04-03
314b4d36-9516-4359-8436-2fc753edc74f,4492 Stone Gateway,Dallas,TX,75201,Commercial,,,2754,471991.23,2023-10-07
671adde5-86b8-4fef-ad44-3c485e8a10da,1266 Christopher Manors Apt. 737,Dallas,TX,75201,Industrial,,,2863,327239.94,2023-09-16
f7d0eea0-211f-432b-b52c-aa97b60df6a3,9767 Dennis Mall Apt. 282,Fort Worth,TX,76101,Industrial,,,1460,201401.11,2024-07-28
9a0278a6-1e67-43d7-b3aa-972bebf45b9d,377 Julie Points,Austin,TX,73301,Residential,2.0,1.0,4601,246906.12,2024-04-29
c8a6a005-2463-463c-a493-16b4ca8c5366,15940 David Inlet Suite 447,Fort Worth,TX,76101,Land,,,4292,731609.74,2023-08-08
e6793a4b-73ce-4f7c-90d5-e87e4f489f45,44327 David Keys Apt. 067,Houston,TX,77001,Industrial,,,2182,369025.55,2024-10-05
68dd66fd-9fa3-4f4b-aa1c-d2d89ff0f466,7922 Gill Shores Suite 251,Houston,TX,77001,Commercial,,,2223,594084.55,2025-03-30
8f31bf2e-a4d7-4f64-9fb0-26cca5292f56,65807 Brewer Way Apt. 094,Dallas,TX,75201,Land,,,2461,792369.61,2024-09-25
efa99c7e-a883-4c66-9eca-e0c004c72b2a,98909 Karen Parkway,San Antonio,TX,78201,Industrial,,,4370,1058812.63,2025-06-13
7dd12d57-0b84-4c50-96c1-b18366dc3989,43397 Lindsay Rest,Dallas,TX,75201,Residential,5.0,4.0,2285,131019.8,2024-03-22
2b0c456b-8ab2-4bf4-996d-edc0fad34352,6260 Reyes Course,Dallas,TX,75201,Commercial,,,882,1214159.82,2023-10-15
24784b7d-51ee-4cc8-9947-4d1a63d316c1,24124 Gregory Circle Suite 200,San Antonio,TX,78201,Residential,2.0,4.0,2477,969758.06,2024-03-05
0f8593c3-44f0-4717-9d75-f901f309106e,4610 John Ranch Apt. 788,Houston,TX,77001,Residential,1.0,3.0,3792,191506.62,2024-05-12
8e014eb3-c352-4ba4-bf0e-924b19fc8579,8617 Rick Fort Apt. 489,San Antonio,TX,78201,Industrial,,,3218,1319849.54,2024-12-23
c832b3f0-2b0e-43fd-bc3d-31388a5a4272,9671 Krista Divide,San Antonio,TX,78201,Residential,2.0,2.0,1865,1387243.17,2024-05-02
