account_id,customer_id,account_type,account_open_date,branch_id,current_balance,account_status
A00465,C0392,Savings,2021-02-01,B008,115923.99,Active
A00466,C0393,Savings,2023-08-20,B001,60013.79,Active
A00467,C0394,Savings,2023-04-02,B009,62539.24,Active
A00468,C0395,Salary,2024-06-07,B010,131976.33,Active
A00469,C0395,Savings,2024-06-13,B015,56066.11,Active
A00470,C0396,Savings,2020-11-29,B015,96248.78,Active
A00471,C0397,Savings,2024-09-30,B007,38159.89,Active
A00472,C0398,Current,2022-07-16,B012,566527.43,Active
A00473,C0398,Savings,2022-07-24,B006,40066.32,Active
A00474,C0399,Salary,2024-10-26,B002,174413.16,Active
A00475,C0400,Savings,2021-01-28,B014,40753.48,Dormant
A00476,C0401,Savings,2020-11-07,B011,44649.49,Active
A00477,C0402,Savings,2025-02-09,B004,26800.96,Dormant
A00478,C0403,Salary,2020-03-03,B007,47972.91,Active
A00479,C0404,Salary,2022-12-17,B015,78312.8,Active
A00480,C0405,Savings,2021-05-28,B006,61354.29,Active
A00481,C0406,Salary,2020-12-17,B010,138559.57,Active
A00482,C0407,Salary,2024-02-21,B013,69967.98,Active
A00483,C0408,Salary,2025-10-14,B009,36640.21,Active
A00484,C0409,Current,2021-09-16,B009,355900.24,Closed
A00485,C0410,Savings,2022-11-26,B014,58956.44,Active
A00486,C0411,Savings,2020-08-24,B013,71087.62,Active
A00487,C0412,Current,2023-04-18,B002,206083.32,Dormant
A00488,C0413,Savings,2023-05-17,B010,37802.85,Active
A00489,C0414,Salary,2022-03-30,B003,52660.97,Dormant
A00490,C0415,Savings,2023-12-27,B014,102354.03,Active
A00491,C0416,Savings,2023-06-16,B011,114479.22,Active
A00492,C0417,Salary,2021-09-23,B015,55170.27,Active
A00493,C0418,Savings,2024-09-15,B003,37254.42,Active
A00494,C0419,Current,2024-06-16,B004,401366.18,Active
A00495,C0420,Current,2023-08-26,B015,599988.06,Active
A00496,C0421,Savings,2021-08-02,B015,136114.94,Closed
A00497,C0421,Current,2021-08-12,B010,209118.79,Active
A00498,C0422,Savings,2021-07-05,B006,41646.7,Active
A00499,C0423,Current,2021-01-27,B014,339339.9,Active
A00500,C0424,Savings,2021-02-21,B007,65019.36,Active
A00501,C0425,Current,2022-01-06,B007,267053.45,Active
A00502,C0426,Savings,2021-03-05,B003,31278.81,Active
A00503,C0427,Savings,2022-03-31,B007,52258.71,Active
A00504,C0427,Salary,2022-03-30,B003,204051.69,Active
A00505,C0428,Savings,2020-04-30,B015,38151.46,Active
A00506,C0429,Savings,2023-10-31,B003,60981.17,Active
A00507,C0429,Salary,2023-11-09,B015,278626.55,Active
A00508,C0430,Current,2024-07-07,B008,219294.17,Active
A00509,C0430,Salary,2024-06-27,B007,118271.22,Active
A00510,C0431,Savings,2022-03-31,B008,139238.84,Active
A00511,C0432,Savings,2023-05-27,B015,75043.33,Active
A00512,C0433,Savings,2024-10-28,B008,98356.46,Active
A00513,C0434,Salary,2025-06-17,B002,127302.98,Active
A00514,C0435,Salary,2020-06-18,B013,107513.34,Active
A00515,C0436,Savings,2022-08-16,B010,112407.94,Active
A00516,C0437,Current,2020-08-21,B011,404352.53,Active
A00517,C0438,Current,2021-12-15,B010,268470.33,Dormant
A00518,C0439,Savings,2020-05-27,B008,58269.91,Dormant
A00519,C0440,Savings,2025-08-29,B006,66303.02,Active
A00520,C0441,Current,2022-08-01,B010,237109.99,Active
A00521,C0442,Savings,2023-11-26,B011,59821.23,Active
A00522,C0443,Current,2021-09-23,B005,300504.53,Active
A00523,C0444,Savings,2024-07-10,B003,77314.42,Active
A00524,C0445,Savings,2024-12-11,B010,159774.77,Active
A00525,C0446,Current,2024-01-12,B010,333218.46,Dormant
A00526,C0447,Current,2020-02-28,B006,607410.81,Active
A00527,C0448,Savings,2022-08-13,B003,75752.64,Active
A00528,C0449,Salary,2023-09-08,B003,89494.59,Dormant
A00529,C0450,Savings,2020-11-22,B007,40041.2,Active
A00530,C0451,Current,2024-09-27,B003,324081.53,Active
A00531,C0452,Savings,2025-07-04,B005,57795.04,Active
A00532,C0452,Savings,2025-06-11,B008,33579.61,Active
A00533,C0453,Salary,2020-04-26,B015,55623.67,Active
A00534,C0454,Savings,2020-11-12,B005,66625.96,Active
A00535,C0455,Savings,2024-11-29,B013,122542.69,Active
A00536,C0456,Savings,2022-02-23,B001,51214.63,Dormant
A00537,C0457,Salary,2025-08-11,B007,27963.72,Dormant
A00538,C0458,Savings,2025-07-11,B005,8930.11,Active
A00539,C0458,Current,2025-06-19,B007,163055.45,Active
A00540,C0459,Current,2025-06-11,B010,415775.76,Active
A00541,C0460,Current,2024-05-26,B003,137669.72,Active
A00542,C0461,Salary,2025-04-14,B001,130805.19,Active
A00543,C0462,Savings,2021-03-18,B004,77511.91,Active
A00544,C0463,Savings,2024-05-07,B002,50159.39,Dormant
A00545,C0464,Salary,2022-10-02,B010,50665.55,Active
A00546,C0465,Savings,2025-10-25,B010,45836.19,Active
A00547,C0465,Salary,2025-11-22,B011,98516.24,Active
A00548,C0466,Savings,2022-06-02,B003,22011.33,Active
A00549,C0467,Savings,2021-10-26,B008,115747.98,Closed
A00550,C0468,Current,2024-08-03,B011,349029.44,Active
A00551,C0469,Salary,2025-12-29,B005,104527.32,Active
A00552,C0470,Salary,2021-04-07,B005,115798.43,Active
A00553,C0471,Savings,2024-04-29,B015,109586.06,Active
A00554,C0472,Savings,2021-09-15,B003,60012.6,Active
A00555,C0473,Current,2020-08-17,B015,415900.9,Active
A00556,C0474,Savings,2023-08-12,B010,34152.13,Active
A00557,C0475,Salary,2023-09-17,B003,204635.96,Active
A00558,C0476,Current,2024-08-03,B005,313398.31,Active
A00559,C0476,Salary,2024-07-25,B010,51058.79,Active
A00560,C0477,Savings,2020-10-20,B007,40047.95,Active
A00561,C0477,Salary,2020-09-29,B013,18545.12,Active
A00562,C0478,Salary,2022-05-21,B014,59824.46,Active
A00563,C0479,Salary,2023-02-17,B006,10316.95,Active
A00564,C0480,Current,2022-09-22,B011,430925.74,Active
A00565,C0481,Savings,2024-01-01,B014,68470.41,Active
A00566,C0481,Savings,2023-12-14,B004,27575.51,Active
A00567,C0482,Current,2024-06-15,B005,286085.05,Active
A00568,C0482,Savings,2024-05-24,B012,53215.76,Active
A00569,C0483,Savings,2022-05-04,B004,23741.65,Active
A00570,C0483,Savings,2022-05-11,B010,46437.28,Active
A00571,C0484,Savings,2020-03-08,B005,54216.25,Active
A00572,C0485,Savings,2023-06-07,B001,45661.01,Active
A00573,C0485,Savings,2023-06-07,B012,34016.62,Active
A00574,C0486,Current,2025-04-24,B009,165095.08,Dormant
A00575,C0487,Savings,2024-04-18,B012,44669.34,Active
A00576,C0487,Savings,2024-03-21,B012,36769.15,Active
A00577,C0488,Salary,2023-02-08,B010,111456.95,Active
A00578,C0489,Savings,2023-05-11,B011,113333.71,Dormant
A00579,C0490,Savings,2024-07-23,B010,89589.98,Active
A00580,C0490,Savings,2024-07-19,B014,55304.65,Active
A00581,C0491,Current,2023-01-18,B002,204971.93,Active
A00582,C0492,Salary,2022-03-31,B012,132357.16,Active
A00583,C0493,Current,2024-01-16,B009,401789.25,Active
A00584,C0494,Savings,2025-05-19,B001,108966.54,Active
A00585,C0494,Savings,2025-04-21,B005,60050.71,Active
A00586,C0495,Savings,2022-07-27,B003,132493.18,Active
A00587,C0496,Savings,2023-06-12,B013,60061.71,Active
A00588,C0497,Savings,2020-11-18,B015,34761.69,Active
A00589,C0498,Salary,2024-09-29,B012,58558.9,Active
A00590,C0499,Current,2025-04-07,B013,380936.3,Active
A00591,C0500,Savings,2023-08-09,B005,36704.93,Active
