Investment_ID,Property_ID,Purchase_Price,Purchase_Date,Current_Value,Annual_Rental_Income,ROI_Percentage,processed_by_pipeline_id,last_updated_timestamp
21f89d06-13f3-4ade-ba10-013f36a2c52b,4d71c366-b41b-4143-8b10-550cd5704f32,1341224.89,2023-05-02,1202429.64,51803.14,3.86,00473139-185d-4528-b425-8e191758d47e,2025-07-12 01:17:45.761079
57f479b5-b212-46ee-8210-63710260a123,1a2a73ed-562b-4f79-8374-59eef50bea63,104707.12,2023-01-26,132612.52,13033.81,12.45,71efe72a-ae13-491e-84fa-4c7239e7a4f1,2025-07-12 01:17:45.761146
1221cddf-7a4a-402f-a1d6-3b0fb1ac040d,504867ba-bf7b-439b-8f9a-ea4b8acd4e10,1008478.49,2024-01-08,1122840.17,34751.72,3.45,6c1cc405-dc3f-42e0-bcf7-b8421edf3bfa,2025-07-16 01:17:45.761211
5e1885c3-5037-4d6b-9a6b-6a7d1a38aad6,d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,883255.74,2021-07-08,767930.54,46322.39,5.24,ce532ffd-bb13-4f02-96de-66c96210def6,2025-06-24 01:17:45.761275
2215df00-dfdf-4e05-80ce-f31bd038e153,bec39a37-9b3d-44bd-a91e-314e0c8e29e3,1263606.45,2024-04-16,1694134.27,56431.89,4.47,c601818b-61fa-41ba-a31a-e7c74c9bff5c,2025-07-13 01:17:45.761364
9c3de1b0-022b-4683-9033-da6587cf63fd,78b2b549-3bdb-409e-acc2-16a01bbc91f7,793330.66,2023-04-10,786945.93,53546.21,6.75,11836c4f-2492-44c7-ad58-db1bfe31537a,2025-07-03 01:17:45.761451
26c0747e-bf8e-4bfa-a0c9-da72368acd40,5738811d-70c2-403f-ba8d-03aa782a65e0,334870.81,2023-04-23,398655.37,49941.81,14.91,b8f14e3c-59e7-403a-b0aa-5b0d2a038ad4,2025-06-26 01:17:45.761544
e5871d89-1631-4fc6-b79d-58f9dc268108,9b4e2c24-9479-41e6-8927-7d9b6e0d2648,1336333.3,2024-06-16,1208138.1,24675.24,1.85,714011a1-afc2-4cfc-9db7-284b6965d1d1,2025-06-19 01:17:45.761631
f69777a1-59fe-4d53-a24f-ea4bbae1e137,ebd34616-91b7-4d8e-9301-6989bfbbb17f,1292747.49,2020-12-21,1427636.75,55650.91,4.3,96ee50e5-1f87-4b46-80a0-473a23d7e6a1,2025-07-10 01:17:45.761710
3f87dfc2-1591-42f2-a505-da9c46e75a2c,87f7e1fb-da4b-49ca-ab5c-f46780bacd64,566467.65,2022-05-16,522908.56000000006,9880.44,1.74,3f6eed9d-23cb-4943-8a84-000350834fef,2025-07-09 01:17:45.761777
b0c30a59-f0f7-4d22-876a-8e0f48f091f0,40a26c60-0d27-4659-b72a-da9b2f32751e,1386517.98,2022-11-24,1808230.82,55212.85,3.98,9b8b38ae-b89f-4a92-999a-1d8699db1302,2025-07-02 01:17:45.761842
9b5f8f39-848b-44f0-b498-17354d38e415,9c2e58de-ea4e-4617-93f8-382b8fb864e4,1056025.48,2020-08-28,1218330.35,13979.9,1.32,e03635fc-a88d-4108-98d9-94b8d90f74e9,2025-07-13 01:17:45.761911
e5dd98f1-c8a7-48ab-8df8-3e12a56b61e0,5a104129-54ae-4d1b-8ce6-424dbef59fe6,1113725.83,2022-09-17,1174103.58,16979.58,1.52,4ba8a4ca-6449-4b6f-bf72-ae52304b2370,2025-07-17 01:17:45.761976
a3595d1f-7fe4-442e-bdb7-88a61cdcc4c2,f72169bb-8096-4718-a051-acef097a1e10,738444.39,2023-12-03,710606.59,41141.4,5.57,62c965b2-7eb0-462a-bd45-74ebf4655a21,2025-07-13 01:17:45.762040
ef15ab72-5c70-4e97-bca4-55670316d2d6,4223623b-cc3e-4dde-9ad5-cf06364d7c87,913603.25,2023-01-26,1211200.6099999999,59809.62,6.55,fa4a58ef-e383-4348-873d-c8bd122dd7be,2025-07-09 01:17:45.762106
8bde005b-5d8b-4bd7-abbd-b66f91816091,42c18a62-ef48-48d5-90fd-9d3f85d51695,295797.49,2021-11-21,270575.55,31656.6,10.7,d6c6f45c-dc5e-4e78-a307-d4d121c9a15d,2025-06-28 01:17:45.762169
0445c1a8-12af-47e4-8536-c66efcc4091b,0f844fef-1931-49ee-a56c-0941fbf24050,388075.6,2023-06-13,452120.26999999996,25227.23,6.5,f45707c6-7894-4a15-8342-01db2c3aacdc,2025-07-07 01:17:45.762232
f2dcb12b-0f7a-4302-ac2e-28150a3217d2,0f44704f-1247-4a4e-a469-98e8d39e198b,1469687.44,2023-01-16,1891318.2999999998,41417.41,2.82,373aedf8-431e-430f-8387-f74d1149d096,2025-06-24 01:17:45.762295
6a59c043-c461-4234-8044-beb2b66edbf4,1d53434b-b881-49b9-ae27-0da702f06b90,1491196.6,2023-11-26,1757655.25,27269.71,1.83,a0ea0251-4957-43a2-81b1-3b8065e1b0f5,2025-07-19 01:17:45.762358
271610c1-9db5-4283-89a3-c811895c4fde,59e4b671-4774-4c58-85f8-bc16f7860b50,431593.44,2022-05-07,383333.47,5096.2,1.18,a3fa4069-1519-4d38-a6fb-a71db3a9dcaa,2025-07-11 01:17:45.762445
cedd069d-f96c-4a0a-b404-c02aebc1bb52,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,111262.7,2021-09-22,144287.52,39421.64,35.43,82e4dd4a-143a-41c5-8f56-0ed515669e36,2025-07-13 01:17:45.762530
a65be22b-d5a3-46d9-8362-a810a2611b8d,3c20592f-c04a-46c4-b3b6-3fe1d1843324,608652.18,2021-03-16,783705.24,50752.99,8.34,9620bee6-6406-4ace-93a5-e8508950ddd6,2025-06-23 01:17:45.762616
d8b22277-f413-4b19-bade-8d5d6fff15cc,65c17795-b155-46bc-9f8d-ed9756abf2f1,151807.78,2023-06-10,131897.66,34130.87,22.48,b2dc6c34-4f67-448e-90ec-eb1fa4a5c736,2025-07-18 01:17:45.762711
9cbf7b8c-7410-4d5d-9db1-4bfc6f3a5115,6786d506-38ba-4abc-8b53-05e517d2582e,740070.73,2021-07-23,940849.0,26347.22,3.56,ecb4678c-1612-4aa6-be96-39ba0ed2ec9d,2025-07-04 01:17:45.762799
1e93d127-2cf7-4140-bd9b-c648a8761e85,30a900ad-939b-462d-a645-f129629c2ae3,1401547.61,2023-02-18,1509441.4900000002,13807.26,0.99,bddfa03a-aa84-40f8-8f2d-a2330e165b12,2025-06-29 01:17:45.762866
58c1aad6-f3f8-4ea4-bf14-eafa29f0ef7c,4b0dbb41-8d52-48f1-942c-3fe860e7a113,811020.01,2020-08-06,706521.27,51938.03,6.4,02e7df89-b395-4a98-a320-4ff5b538f96c,2025-06-19 01:17:45.762931
207e863f-5f32-45d8-aabe-1585425e0259,287d06ca-6f4c-469a-8b22-d3081c8eaee9,749224.17,2022-10-08,922074.0,12106.25,1.62,b88416d2-d28f-4f68-8871-d7b38468b74d,2025-07-19 01:17:45.763000
e65fad87-c57c-4498-9e38-f711e2ec13f4,e49d681d-51d8-4c64-95fa-1ab8458f1f19,948534.89,2023-09-25,1211758.03,53584.69,5.65,bba1aed9-44cd-4fdd-9f9b-141ec7f7bda1,2025-07-01 01:17:45.763064
b65ad0f1-4350-4b06-9059-ea28861b4f5b,96ef2ad6-b97e-4703-86c8-adfe7bf47042,1292976.63,2020-09-01,1701332.2599999998,59007.02,4.56,45a08539-6de8-470a-8e9e-9ebd55c34853,2025-06-20 01:17:45.763129
7fe670f3-0e31-41ec-9c31-146482c299f0,47378190-96da-4dac-b2ff-5d2a386ecbe0,875233.99,2022-12-30,781030.48,16008.48,1.83,7487d772-7f03-46fa-93ba-dc91a0a5fde6,2025-07-06 01:17:45.763194
e4eec67c-1a57-49e4-85f8-e2f8414f4994,698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,1123913.51,2024-03-13,1323887.22,39368.23,3.5,28457780-5e20-4957-aab8-bd33911f730b,2025-07-10 01:17:45.763259
0b461173-00a8-4473-8242-5912bda3c162,21813d25-6552-48a6-83ff-50113d1a85dd,114557.95,2022-12-26,131705.91,9650.6,8.42,3a78b64a-1d86-40cb-b908-00f3ac93281a,2025-07-11 01:17:45.763370
eb93f78c-620a-4158-9d2d-904f78c59073,787f2425-dbcc-4477-89e9-db0adf465290,326591.31,2024-03-12,311995.89,46673.29,14.29,0bc57207-3e9a-4c86-8325-4fbddce8e1c5,2025-06-27 01:17:45.763442
e9f87970-cd98-49e2-8d88-8beb090d9655,956269f0-e5d7-4875-adad-d6c795a76d79,625775.01,2021-03-08,743500.55,20853.0,3.33,db842660-f5d8-4b91-ae60-81ac2dd0622e,2025-07-11 01:17:45.763533
ea75752d-6a8f-4acb-bf8e-2d0d52619dec,668409e3-f1f8-443e-a99f-131849c8a43f,1354053.28,2023-08-01,1680760.67,28293.75,2.09,3979d5f5-6b5b-4975-a7dc-2bc0bd9c4693,2025-06-22 01:17:45.763637
8085c147-1e91-4f36-9f70-5b2592502e59,7c16128d-b2c0-4394-a17f-29e170286046,1472102.06,2023-08-10,1440363.1400000001,34640.21,2.35,13f06822-d374-4a11-8571-295951e744e4,2025-06-20 01:17:45.763725
0bc1f9e5-fb3d-4063-8409-c5eacde918b3,f2e9702d-11e9-4daa-ae69-81a35d3d9e56,1072044.08,2023-05-29,1405907.02,14433.94,1.35,3922a7e4-2de9-42f8-8d7b-ec04e6e59b32,2025-06-20 01:17:45.763824
4f89e3b2-d847-4c53-8605-e58a48454343,00a81de9-d20f-47d0-8465-6d6b81fb18b3,842145.89,2022-04-01,936128.17,32944.6,3.91,ddb449dc-7710-4966-a082-7f7611a529b4,2025-07-02 01:17:45.763898
9055a36f-4aa5-49d3-b35f-2f595e717fca,9e11d2cd-0930-4ef6-8a80-068ddf547e50,192545.94,2021-12-08,173555.29,50392.26,26.17,020a4497-74ed-4145-8d97-65c7161d5c87,2025-06-24 01:17:45.763965
f8cbab4c-9779-4e84-9e47-2e2276c3e642,d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,1257992.62,2023-11-18,1287117.6500000001,46643.67,3.71,3e19fc1d-9f6a-4a65-bd54-da044dcd0009,2025-07-05 01:17:45.764051
c2aef674-8beb-4e78-a683-73a3bb82b796,11a72609-5edd-4bbf-a959-76636daa2e68,474530.28,2022-08-23,557672.72,5269.82,1.11,3207343e-c6a0-4656-85c9-fb91ff6ef9ed,2025-07-02 01:17:45.764123
8aa2b4c9-3ba5-4d76-861e-fb9568f82063,c1581092-f335-4ba3-913a-7052986f9025,820021.48,2023-12-06,1102767.44,51225.26,6.25,eeb19ad2-01a1-4b0f-a68b-84b63ec0a285,2025-07-07 01:17:45.764200
005fd0e6-55c3-42db-b374-190d0274ce40,dd2467ac-778e-4db3-a93d-ffbc6c6fa611,1178553.02,2022-01-07,1437335.33,36687.18,3.11,e09016b6-b186-45a8-96ee-526ba2cd1590,2025-07-03 01:17:45.764268
34879e41-1a9c-472a-8eb9-047dba2ac3d9,ff233d5f-6ced-415d-9800-7c0287ea7ff5,534076.66,2023-10-09,636320.3200000001,27424.29,5.13,bcf2fc3b-d958-44c2-a053-8c1ba84510a1,2025-07-01 01:17:45.764334
ff38b918-f8f9-445d-8f55-4896f610396b,b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,447497.02,2022-10-19,568595.24,50684.09,11.33,7df59abf-6b79-4d01-bcf8-8d20fbad793f,2025-06-20 01:17:45.764399
d872f72e-e5b4-41ae-bb41-c943ebd8a3b1,a075e927-5110-4492-b442-7e0b61484bb3,287389.68,2021-02-24,330302.75,27185.29,9.46,0b3d0c36-17d0-4810-87a2-a10bb62edb49,2025-06-25 01:17:45.764463
15bc2a3e-bf76-45d7-b97c-6c3c755d814b,696608aa-ee49-4329-884a-7b28550a1b46,1362805.42,2022-10-03,1546919.73,56633.58,4.16,5f5ba255-e544-4887-b36a-b3ed69be173a,2025-06-24 01:17:45.764527
97867b12-1328-4726-a4f4-34d6d1e91691,5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,817876.65,2023-01-06,1043988.22,32686.23,4.0,a3209116-222d-46a4-8163-b6ce1877bc06,2025-06-24 01:17:45.764611
42d04d55-4aab-47b2-bc9d-128a21761930,504867ba-bf7b-439b-8f9a-ea4b8acd4e10,285883.58,2022-12-17,311138.01,8415.22,2.94,f6d70248-a995-4cc3-af5b-09a60ff1c51f,2025-07-08 01:17:45.764719
53853918-bc40-45fa-94f7-6322b362c0d2,bf3c4c06-4343-48bc-89fa-6a688fb5d27b,1467695.5,2024-02-29,1530740.71,22661.63,1.54,64988bde-cd02-44db-ad11-15d750a46c85,2025-07-13 01:17:45.764818
c7a9f33c-22d8-49d3-b3e4-f986f18cccdc,ff50bde4-3825-47b8-9cab-cc97663f1c97,218577.77,2021-11-24,284907.54,38928.24,17.81,131eb723-3bcd-4203-859e-e67473e7f042,2025-06-21 01:17:45.764905
50647c59-774f-4354-b316-ce642a147a96,29a3b2e9-5d65-4441-9588-42dea2bc372f,738468.47,2023-10-27,707443.37,29540.0,4.0,1b0c62eb-27c8-4c6c-9be5-a4c395af6d0c,2025-07-10 01:17:45.764975
4eed4124-73b0-4676-b527-a5c8c534ca08,ecab3301-bc8f-4d29-adea-94930658663a,540066.95,2022-04-10,671534.0,32958.4,6.1,f6f24d1c-5bb8-49c8-8932-59f31ee89a4c,2025-07-16 01:17:45.765042
4de1087b-afa1-4a55-8ebe-abaa28597b34,4e7ed827-455a-4762-b428-a656b3ee4d3b,1457023.85,2022-07-07,1863979.8800000001,51232.36,3.52,1725d2c7-1eb2-47b8-9a3c-45ca43d78f2b,2025-06-21 01:17:45.765107
53ea4919-db48-42c2-95ff-2a1f370b9a29,75b17a55-d426-4982-a43e-4288a2b5b498,742528.7,2024-01-22,785801.3899999999,12417.51,1.67,0a530df9-9a72-483c-b266-986cb46788bd,2025-06-26 01:17:45.765171
0c880714-8372-47e0-a570-46ea5b11f51f,dabac50d-ca3d-4859-85ce-099c46b82659,349663.53,2021-03-05,366168.22000000003,13790.42,3.94,f7e9101d-3f8b-4433-b60e-695c1759ba96,2025-06-22 01:17:45.765237
67863fb3-f3bc-4a71-87f4-fee52c82989f,e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,1416874.4,2023-06-04,1229154.92,8545.02,0.6,fd9cfbb0-d1f1-4485-829a-4a7c4c80d33a,2025-06-24 01:17:45.765301
1a16998c-7648-476e-983f-ea703ff6579e,759cde66-bacf-43d0-8b1f-9163ce9ff57f,203979.17,2024-03-06,187154.12000000002,39077.69,19.16,8cd4b90a-bf82-41bc-8e52-fc4273c374a6,2025-07-02 01:17:45.765377
fb8986c8-c7ec-4e71-9493-47fc0fc98d2e,43b9da13-ec85-4f37-bbc1-a987aff8754d,1297253.38,2023-12-18,1571845.9,37820.64,2.92,030f9be9-1f17-4f93-a3c9-7a1ecb371d97,2025-06-21 01:17:45.765441
f004e897-a15b-4e18-afb0-64065f4b1a97,1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,1110950.07,2021-06-28,995043.17,15999.65,1.44,668c879b-d2dc-42c8-b2b8-d8aa21768dd7,2025-06-22 01:17:45.765506
0594b24f-1332-4c31-9010-318aeadc9960,65bcc272-fadd-4ea3-aca5-e2fdb966442a,240713.68,2023-04-15,209332.08,28129.94,11.69,424211e2-960b-40f4-9513-2c2215839b99,2025-07-07 01:17:45.765569
e7b33085-178b-4968-a0f8-7ba2cf2e3296,c71d5e60-1d52-46ab-b7e6-427cbf780e3f,1218095.13,2020-10-26,1276731.7,24032.52,1.97,7184b713-a55f-45b7-a709-fba6329fc417,2025-07-19 01:17:45.765641
0cf697a5-7603-436c-b139-4e3c0aee2557,7d154385-52fb-443b-9954-6eb400257ad1,874366.27,2024-02-24,1075871.31,24690.03,2.82,1f5df912-54e0-4431-8f13-3b65d450afa2,2025-06-25 01:17:45.765720
078c26ce-7f02-43bc-a51e-a252b9744cde,4223623b-cc3e-4dde-9ad5-cf06364d7c87,471077.26,2021-04-04,476175.05,21006.97,4.46,d259f960-6ee3-4607-92ea-1324ec93e596,2025-06-27 01:17:45.765800
46653497-2fe9-42aa-a886-a01136f7a26c,aefcfad8-efc8-4849-b3aa-7efe4458a885,553407.44,2022-03-04,649304.5199999999,35397.25,6.4,5a9c0679-2c3d-47e2-ad39-da75aee70ab2,2025-07-04 01:17:45.765887
3eebc04a-9df2-472e-9e82-5aae9d3616a1,11a72609-5edd-4bbf-a959-76636daa2e68,1421324.87,2021-09-25,1285709.53,53597.93,3.77,08dec921-260c-4547-a228-0fe3722dce13,2025-07-07 01:17:45.765976
1674eb65-0f9c-4300-baa1-c5678cf9eea9,a6846099-f729-4951-8591-31d2bbda0242,194626.15,2023-04-19,253070.07,7832.79,4.02,e1fdc6d1-6978-4221-bfb7-5c574b8c031f,2025-07-03 01:17:45.766045
869bc00f-cc15-4a1b-a278-9642a484e035,1d53434b-b881-49b9-ae27-0da702f06b90,271747.49,2021-09-25,284708.88,20027.89,7.37,330faaa3-6b52-493c-a321-e64e620d4a1f,2025-07-18 01:17:45.766115
61eb64e6-fd49-4e20-84ff-eab2cb7b0b3a,b0b63bcf-0860-4833-879d-0cdaf396ea37,1435465.23,2021-08-09,1821696.06,32377.59,2.26,8b2d158a-cd5a-4324-be7c-80e9a1791e93,2025-07-04 01:17:45.766180
e9a53368-5812-4eb2-bc13-f47ac80c2195,edcb8cb6-0692-4c63-9424-aed51bac5c15,517277.0,2023-11-14,572509.6,18901.69,3.65,8b6584ce-7acc-4970-9bee-c570b69f75c5,2025-07-03 01:17:45.766243
98dc9e0b-51a1-45df-86ac-10102e0869c1,90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,1377148.65,2022-12-13,1233818.96,25846.37,1.88,453b45fe-636c-4499-9254-aad3809cd839,2025-07-08 01:17:45.766307
fdd4ff21-cf03-40c8-8eff-d5bd47eb340d,6a34c854-1071-4d51-b6c5-9dacb4d7e28e,188063.71,2021-06-23,241722.76,14258.22,7.58,c74e48ff-cf89-469d-a550-d73607806e71,2025-07-19 01:17:45.766373
28dd2bfd-f956-4e95-bb96-4c74ffe62994,dabac50d-ca3d-4859-85ce-099c46b82659,709636.13,2022-07-20,937260.56,47693.69,6.72,95804c2a-c44f-44b8-9b80-b8d18788dfed,2025-07-19 01:17:45.766435
ead18464-ca8e-458c-90f8-1063889fe107,4bbe4aff-9326-4ffd-9be4-bf5192698698,162285.41,2020-12-20,191961.21,54258.16,33.43,443b1d0f-3dbc-4093-a828-44423f738f50,2025-06-20 01:17:45.766498
fb8fe8c4-d8b4-4ead-9360-8edf382b5b86,78660765-14f7-4e8d-95bc-b8d04094dded,502051.84,2023-09-05,625435.87,40331.82,8.03,f2a32efd-ff13-4c80-8398-c3320e500785,2025-06-20 01:17:45.766568
2d14e9f4-2c78-444f-9860-65a2fdd5b0f8,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,576010.63,2023-12-08,590129.4400000001,17087.69,2.97,d6d744fd-ef69-4980-9ad4-79ef636fa890,2025-07-15 01:17:45.766632
9770a3db-e9fa-47e2-9bd9-3609b297a782,a6846099-f729-4951-8591-31d2bbda0242,1224172.91,2021-07-20,1190261.14,40550.95,3.31,bcf474aa-ce63-4b1a-9168-bbf297af5bde,2025-07-19 01:17:45.766696
9027e770-2460-40d2-9048-83c191519998,adf4e62d-6651-429e-8268-690ba43825b5,95562.1,2020-08-30,101855.69,21323.72,22.31,f2933585-5a07-4758-b357-f3f9b4157cea,2025-07-06 01:17:45.766783
4f1e1a37-8ac8-4d93-be02-921df86b543a,b495db4e-8245-4fb4-8ab7-706eb77350ca,1261810.42,2021-05-06,1112435.22,14773.75,1.17,e1b243cc-cf76-4343-bced-f994d631c383,2025-07-03 01:17:45.766871
051a0039-3803-4cee-9a06-92953b8d3447,8dcdcd03-969b-4662-8562-8059568cc69b,89920.83,2021-04-16,95053.84,38005.86,42.27,0e61065f-171b-4b80-89b7-fdf77d8d3ddd,2025-06-23 01:17:45.766949
2167c35e-ce73-44f2-b393-2b6c9d37efb6,6bebac31-d4f8-4d72-b382-1cfdc083b73a,1348534.74,2022-10-13,1549009.15,41586.08,3.08,eafb3e90-54ec-44ce-802c-cb257a5d7c82,2025-07-08 01:17:45.767038
0f3f0f48-52d6-4779-9e43-79cbd8230076,885f6e66-c2b6-42c5-ba5d-310011b7e948,914878.12,2021-12-29,823364.65,12169.61,1.33,cd6bb03b-eb35-47a0-ad6e-0291b7893986,2025-07-18 01:17:45.767110
d8b2f8b6-1c65-4aa2-863c-e21d24435958,9f871ce7-5487-4d4f-abb7-a385aa0b7b14,849944.05,2020-08-21,1119914.42,8663.55,1.02,eacf33a9-b466-4ab6-962c-04dd25d07461,2025-06-24 01:17:45.767176
a981fa54-f121-4129-b45c-9a545fa3a531,39118497-3a43-42ba-9f0f-06cbcb9bc326,835688.35,2022-10-13,1100207.3199999998,45226.2,5.41,12916e60-f5e7-4daf-9d69-6bc8dc54d59b,2025-07-17 01:17:45.767242
28522ca2-f9d2-414a-a2ee-7f0752961fb3,bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,235867.94,2022-03-24,309498.32,13623.26,5.78,4d407b28-5628-4dcd-99dd-3e8c96053035,2025-07-09 01:17:45.767344
51397c06-a630-4d9d-bcb9-23f5f5edf382,90b2b633-956b-4c0c-a849-9b926b5252e3,651455.18,2023-08-29,759826.15,20611.36,3.16,a3a6ef83-cab6-4107-afd6-9b3af2dd9456,2025-07-19 01:17:45.767434
c9784b52-9d1c-4838-adc8-cca8e3bcd6f3,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,924854.08,2021-04-14,832721.5599999999,10698.83,1.16,b18d2c8c-8fdd-4ebc-b7ff-88d4b509f08a,2025-07-12 01:17:45.767537
bbe71835-4e8b-478a-a0dd-c7f12ce3d822,3c20592f-c04a-46c4-b3b6-3fe1d1843324,432618.85,2022-01-23,506878.81,8159.31,1.89,d08012b8-96c5-4fe7-aa60-4892392612e9,2025-06-28 01:17:45.767651
f2dde1f5-b3b6-4344-b2e3-c6f00075d3d5,a075e927-5110-4492-b442-7e0b61484bb3,1162615.16,2023-06-22,1404800.99,24226.86,2.08,ba94aa66-2d7e-4a45-a099-e71f4b657bcc,2025-07-11 01:17:45.767765
2e9ce8ff-084a-4c4b-9146-8cdcf7164b73,697c3923-87fa-441a-be83-b91f25440fe0,1495355.99,2022-12-24,1321280.34,9707.45,0.65,c55523ed-fe89-46c8-99cb-3540643ffdae,2025-06-24 01:17:45.767870
90c7e6ac-a3bf-4403-b88c-97519c8379ae,9b4e2c24-9479-41e6-8927-7d9b6e0d2648,1213066.89,2023-02-08,1420601.73,42420.74,3.5,f7b02805-cf0d-4860-abc9-29145176a9d1,2025-06-26 01:17:45.768254
58c88c48-3ced-4d1f-93eb-22c9beced21a,c3c75611-ffe3-4a49-854f-92fff366bad4,1251373.03,2020-12-26,1171078.3900000001,13039.24,1.04,54c7743b-2401-442a-bf05-fbf5efcac577,2025-07-04 01:17:45.768413
ab86bafd-b57e-4883-9258-6d9016b6bf61,eec259dc-7f95-497c-a76a-a6ced50755d9,945801.79,2021-11-26,927822.27,15476.52,1.64,f68c62e6-e2a4-4909-a2dd-22d52afaab7b,2025-07-07 01:17:45.768539
3fe1e8f3-35ad-4e88-83e4-f66802ead2df,5715bd6f-a416-4293-84c2-e2e3444ea7c8,645469.24,2023-04-06,725410.28,27585.0,4.27,725656e3-55f3-4d50-a2fb-b984bab27bce,2025-07-10 01:17:45.768673
0c53644b-0053-4649-b86d-066b1ba827c6,4e7ed827-455a-4762-b428-a656b3ee4d3b,520206.61,2023-06-29,602268.59,35850.88,6.89,c97a24ad-41b4-45b8-99b9-222c115affac,2025-07-15 01:17:45.768819
7e3a9f07-69fd-48e6-a271-fff92a9527f6,ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,904967.13,2022-03-09,1199913.24,45388.84,5.02,f8170ebf-6b6e-44c5-bb8a-a843702f31e5,2025-07-11 01:17:45.768956
c9ea356a-7abf-4ebf-942c-b1ae19f738cb,295d6fbf-430f-401d-bad4-09e2a319dcb4,1075948.31,2024-04-17,952641.67,40235.71,3.74,6016c743-8bc8-4a02-99ea-493660f34ebc,2025-07-04 01:17:45.769073
12de9e5a-7387-428a-a9a3-db6d39bfca38,6db99102-a48b-4dbe-957d-94a106f028ff,666731.45,2024-03-21,878716.82,12664.48,1.9,afe9be90-c21c-4fb3-a6a5-f0ff93fb71d0,2025-06-20 01:17:45.769187
1acf42c5-f3a0-4120-82d9-43ee51976e75,7c0e8cd8-8573-4793-8715-b2b9c40c5d91,1023283.69,2023-12-11,1210672.2,23473.29,2.29,0523d4fd-4b7f-4183-888d-bd82d883e3f8,2025-06-19 01:17:45.769305
8c0b393a-1333-4bc9-bb63-5ff529310971,45c45a3e-e9da-484a-8075-9f1f87e5f0fe,1438157.33,2020-11-10,1784750.3900000001,13807.97,0.96,601e0211-e34f-46b4-ab8c-03bf5780be17,2025-07-17 01:17:45.769419
7b94a34d-e4aa-486d-9d17-d218fc3b0de5,5380b904-688c-4015-aab9-7e494f2d4796,130005.14,2024-05-13,172738.61,12291.5,9.45,981262ac-5683-4de0-97d5-b563fa60ede1,2025-06-27 01:17:45.769545
6f27c1b9-e3c6-4edb-9b79-2afa2a3d418d,cc530e36-addc-4e13-ab3b-4d37560c95ee,991205.05,2023-07-17,1026981.8300000001,31799.72,3.21,a754a29f-f143-4545-ae6b-34b907ef2ba8,2025-07-11 01:17:45.769659
b27b7bb4-68c6-40b2-b0a2-cee8f9722cc1,3810ae66-5a31-44cc-8d4b-69a99b689c88,1001151.03,2021-03-19,874306.78,37808.98,3.78,349ef4a9-54c2-4d5c-99ec-08290db5d441,2025-07-15 01:17:45.769776
4c2272f3-4811-4562-a91c-f19243e8644b,dca02eec-acda-4acc-9165-e21098543881,309845.91,2022-11-25,345061.63,29203.75,9.43,8a45a905-badf-4397-acf2-6429b8d77d2f,2025-07-02 01:17:45.769891
2751ab86-7dae-4949-9700-b4618cb6b0ba,aab612c9-415d-474a-b5a6-69814104a8b5,1379509.68,2021-07-22,1301896.0799999998,9813.27,0.71,925f8199-6495-4d5f-8cb4-e891188df23b,2025-07-13 01:17:45.770007
a005f5e1-a97a-4846-92ea-ef184b6797a1,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1041674.33,2020-10-10,1218680.17,23932.87,2.3,166ecfe3-6d77-4595-80fa-0eb45c5f48d4,2025-06-22 01:17:45.770122
4ab427e3-a360-4681-abbb-a89d34fadee1,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,1095961.43,2023-02-05,1220063.3699999999,25944.14,2.37,06969d48-18d4-4238-b31d-e35c7af6cd41,2025-06-20 01:17:45.770238
7d3572cc-788f-40cd-a5c0-6b93c8edabdd,292bd156-db94-4570-9ac7-0ec0ab8ddeb4,337644.11,2020-11-22,388395.52999999997,52411.2,15.52,4ef03f80-1d91-4e39-9801-4004793bed1b,2025-06-29 01:17:45.770354
5efb336e-2f54-4033-a334-fa2a8b4bd7e7,5f987c71-a65e-488e-abf3-ad39fec21bbe,1066854.95,2024-05-08,1041273.7,46219.13,4.33,a4515ae0-1754-4f08-83d7-5413a939ebd1,2025-06-22 01:17:45.770467
770e09db-7092-4401-8367-5d580b6c03c8,43b9da13-ec85-4f37-bbc1-a987aff8754d,1193408.04,2024-04-23,1192671.54,58681.82,4.92,721e5419-2fc3-4649-9e91-1b9161a66444,2025-07-12 01:17:45.770581
b24beb96-c092-4b74-a6b0-7ff60fc79913,3ae909fe-cc82-48da-8696-f5e64944051b,564661.78,2021-08-31,748305.03,29797.69,5.28,907276ea-44c0-4a9a-964a-cb1f39eb038a,2025-07-14 01:17:45.770694
