transaction_id,account_id,transaction_date,transaction_type,channel,amount,merchant_category,transaction_status
T001195,A00012,2024-11-01,Debit,Branch,19020.32,Cash Withdrawal,Success
T001196,A00451,2024-03-21,Debit,Branch,11630.45,Loan EMI,Success
T001197,A00474,2024-11-17,Credit,ATM,15345.71,Loan EMI,Success
T001198,A00485,2024-10-18,Credit,Branch,12371.44,Healthcare,Success
T001199,A00347,2025-07-19,UPI,Mobile,2522.19,Travel,Success
T001200,A00586,2024-01-27,UPI,Mobile,1861.1,Utility,Success
T001201,A00036,2025-10-21,Debit,Mobile,9955.08,Retail,Success
T001202,A00530,2024-03-06,IMPS,Internet Banking,35948.98,Investment,Success
T001203,A00247,2024-04-04,ATM,ATM,2000.0,Cash Withdrawal,Success
T001204,A00073,2025-05-19,UPI,Mobile,4041.76,Retail,Success
T001205,A00421,2025-12-12,Credit,Mobile,15896.51,Education,Success
T001206,A00275,2024-08-20,Debit,Mobile,5229.13,Retail,Success
T001207,A00512,2024-02-13,Credit,Branch,11413.64,Utility,Success
T001208,A00340,2024-11-26,Debit,Internet Banking,13483.62,Retail,Success
T001209,A00025,2025-11-16,ATM,ATM,5000.0,Cash Withdrawal,Success
T001210,A00037,2024-08-01,Debit,Internet Banking,9730.36,Retail,Success
T001211,A00391,2025-06-05,NEFT,Internet Banking,5132.0,Healthcare,Success
T001212,A00299,2024-09-29,UPI,Mobile,705.96,Healthcare,Success
T001213,A00270,2024-12-08,Debit,ATM,8065.49,Investment,Success
T001214,A00030,2025-04-01,UPI,Mobile,4935.98,Healthcare,Success
T001215,A00412,2024-04-19,ATM,ATM,1000.0,Cash Withdrawal,Success
T001216,A00317,2025-12-07,ATM,ATM,10000.0,Cash Withdrawal,Success
T001217,A00056,2025-10-25,UPI,Mobile,2138.56,Utility,Success
T001218,A00013,2024-08-09,NEFT,Mobile,8104.94,Investment,Success
T001219,A00348,2025-04-13,IMPS,Branch,31349.44,Investment,Success
T001220,A00303,2025-11-14,NEFT,Internet Banking,77888.44,Utility,Success
T001221,A00032,2025-09-26,Credit,Mobile,7080.8,Cash Withdrawal,Success
T001222,A00406,2025-08-04,IMPS,Internet Banking,66152.22,Utility,Success
T001223,A00453,2025-01-16,Credit,Internet Banking,3057.36,Retail,Success
T001224,A00126,2024-11-05,Credit,Internet Banking,499.75,Education,Success
T001225,A00032,2025-05-02,Credit,Mobile,22285.61,Travel,Success
T001226,A00288,2024-10-03,Credit,Internet Banking,7769.59,Travel,Success
T001227,A00067,2025-02-11,ATM,ATM,500.0,Cash Withdrawal,Success
T001228,A00498,2025-02-26,Credit,Mobile,8218.1,Retail,Failed
T001229,A00298,2025-12-27,Debit,Internet Banking,12296.12,Education,Success
T001230,A00287,2024-07-11,Debit,Internet Banking,14487.23,Retail,Success
T001231,A00465,2025-07-26,IMPS,Mobile,2038.07,Investment,Success
T001232,A00304,2025-01-07,Credit,ATM,6675.03,Loan EMI,Success
T001233,A00397,2025-11-05,IMPS,Branch,35071.56,Retail,Success
T001234,A00368,2025-02-20,Credit,Internet Banking,14466.28,Healthcare,Success
T001235,A00311,2024-05-31,NEFT,Mobile,15049.54,Retail,Failed
T001236,A00091,2025-09-08,Debit,Branch,9382.75,Healthcare,Success
T001237,A00481,2025-07-06,NEFT,Internet Banking,21141.28,Utility,Failed
T001238,A00152,2025-09-05,Debit,Branch,12568.73,Utility,Success
T001239,A00421,2024-03-24,NEFT,Internet Banking,70925.27,Retail,Success
T001240,A00005,2024-09-17,IMPS,Branch,25990.45,Investment,Success
T001241,A00355,2025-05-15,Credit,ATM,3549.22,Investment,Success
T001242,A00231,2025-08-13,Debit,Internet Banking,6405.91,Travel,Success
T001243,A00163,2025-12-11,NEFT,Internet Banking,96874.93,Utility,Failed
T001244,A00114,2025-05-22,Credit,Mobile,5671.97,Cash Withdrawal,Success
T001245,A00221,2025-07-08,UPI,Mobile,121768.21,Travel,Success
T001246,A00195,2025-11-27,Credit,ATM,8174.35,Loan EMI,Success
T001247,A00381,2025-11-08,UPI,Mobile,1394.09,Utility,Success
T001248,A00323,2025-03-14,UPI,Mobile,965.2,Healthcare,Success
T001249,A00525,2024-02-02,UPI,Mobile,338.74,Utility,Success
T001250,A00408,2025-07-05,ATM,ATM,5000.0,Cash Withdrawal,Success
T001251,A00372,2025-12-02,UPI,Mobile,1905.54,Retail,Failed
T001252,A00091,2025-05-01,Debit,Mobile,12577.24,Travel,Success
T001253,A00099,2025-04-10,Debit,ATM,16773.23,Education,Success
T001254,A00343,2024-11-13,UPI,Mobile,1747.58,Healthcare,Success
T001255,A00011,2025-12-01,Credit,Mobile,27828.45,Loan EMI,Success
T001256,A00290,2025-12-14,UPI,Mobile,2592.94,Retail,Success
T001257,A00552,2025-05-17,Credit,Internet Banking,15434.63,Cash Withdrawal,Success
T001258,A00352,2025-03-12,Credit,Branch,22288.82,Travel,Success
T001259,A00006,2025-01-31,NEFT,Branch,37171.38,Investment,Success
T001260,A00192,2024-08-16,Debit,Internet Banking,9522.3,Education,Success
T001261,A00122,2024-04-13,Credit,Branch,13278.78,Retail,Success
T001262,A00460,2024-01-22,ATM,ATM,20000.0,Cash Withdrawal,Success
T001263,A00448,2025-04-30,Credit,Internet Banking,1883.84,Investment,Success
T001264,A00381,2025-05-01,UPI,Mobile,1673.1,Travel,Success
T001265,A00127,2024-01-25,Credit,Branch,10152.9,Education,Reversed
T001266,A00397,2025-07-24,Debit,Mobile,14224.33,Utility,Success
T001267,A00041,2024-08-25,Debit,ATM,20451.09,Utility,Success
T001268,A00395,2024-03-02,UPI,Mobile,2285.31,Retail,Success
T001269,A00566,2024-01-10,Debit,Branch,6419.13,Healthcare,Success
T001270,A00225,2024-07-12,ATM,ATM,5000.0,Cash Withdrawal,Success
T001271,A00413,2025-07-20,UPI,Mobile,2729.83,Retail,Success
T001272,A00544,2024-05-28,NEFT,Internet Banking,92679.75,Healthcare,Reversed
T001273,A00173,2024-09-09,UPI,Mobile,3119.48,Healthcare,Success
T001274,A00237,2024-09-25,UPI,Mobile,443.34,Healthcare,Success
T001275,A00420,2024-01-29,Debit,ATM,15615.66,Investment,Success
T001276,A00237,2024-05-10,UPI,Mobile,514.56,Healthcare,Success
T001277,A00165,2024-09-04,UPI,Mobile,1194.49,Utility,Success
T001278,A00032,2025-03-03,Credit,Mobile,13955.72,Utility,Success
T001279,A00295,2025-02-06,Debit,ATM,12791.53,Cash Withdrawal,Success
T001280,A00327,2025-04-26,UPI,Mobile,3078.2,Healthcare,Success
T001281,A00144,2025-04-25,Debit,Internet Banking,28154.81,Healthcare,Success
T001282,A00065,2024-09-14,UPI,Mobile,2146.18,Utility,Success
T001283,A00240,2024-11-16,IMPS,Mobile,25541.81,Investment,Success
T001284,A00325,2024-07-15,NEFT,Branch,5121.12,Healthcare,Success
T001285,A00198,2025-09-19,NEFT,Internet Banking,77566.06,Education,Success
T001286,A00578,2025-07-20,Debit,Internet Banking,10189.77,Utility,Success
T001287,A00310,2025-10-15,Debit,ATM,10559.17,Utility,Success
T001288,A00398,2024-09-08,Debit,ATM,11140.34,Loan EMI,Success
T001289,A00075,2024-09-15,Credit,Internet Banking,232249.66,Investment,Failed
T001290,A00528,2025-04-10,IMPS,Branch,46640.79,Retail,Success
T001291,A00450,2024-07-22,Debit,Internet Banking,8980.52,Loan EMI,Success
T001292,A00412,2024-11-16,Credit,Branch,10120.26,Travel,Success
T001293,A00056,2024-02-12,NEFT,Mobile,20848.49,Utility,Success
T001294,A00101,2025-12-04,UPI,Mobile,818.88,Retail,Success
T001295,A00011,2024-04-24,Debit,ATM,6391.75,Cash Withdrawal,Success
T001296,A00281,2025-07-19,Debit,Branch,508884.01,Utility,Success
T001297,A00180,2025-01-27,Debit,Mobile,5483.48,Utility,Success
T001298,A00284,2025-05-12,Credit,Branch,432.2,Investment,Success
T001299,A00174,2024-06-26,IMPS,Mobile,569813.12,Utility,Success
T001300,A00411,2025-04-01,Debit,Mobile,4039.78,Travel,Success
T001301,A00157,2025-01-28,NEFT,Mobile,36363.11,Utility,Success
T001302,A00525,2025-03-23,NEFT,Branch,20782.67,Education,Success
T001303,A00413,2025-03-28,UPI,Mobile,2094.51,Utility,Success
T001304,A00402,2024-06-21,NEFT,Internet Banking,12455.86,Investment,Success
T001305,A00262,2024-10-24,NEFT,Mobile,6307.94,Retail,Failed
T001306,A00256,2025-10-22,ATM,ATM,5000.0,Cash Withdrawal,Success
T001307,A00366,2025-01-03,Debit,Internet Banking,10137.65,Investment,Success
T001308,A00094,2025-03-23,Debit,Branch,8051.23,Cash Withdrawal,Reversed
T001309,A00512,2024-06-10,Credit,Branch,3743.43,Retail,Success
T001310,A00241,2024-04-02,ATM,ATM,1000.0,Cash Withdrawal,Success
T001311,A00052,2024-09-13,Credit,ATM,17607.24,Loan EMI,Success
T001312,A00466,2024-10-12,NEFT,Internet Banking,14488.23,Investment,Success
T001313,A00069,2024-08-25,NEFT,Branch,18284.69,Utility,Success
T001314,A00185,2024-10-22,UPI,Mobile,2942.54,Healthcare,Success
T001315,A00207,2025-09-09,ATM,ATM,500.0,Cash Withdrawal,Success
T001316,A00188,2025-06-30,Credit,Internet Banking,15088.62,Healthcare,Success
T001317,A00197,2024-09-08,NEFT,Mobile,13110.34,Investment,Success
T001318,A00022,2025-05-27,UPI,Mobile,1147.55,Retail,Success
T001319,A00502,2024-06-08,NEFT,Internet Banking,11925.15,Retail,Success
T001320,A00296,2025-04-18,Debit,Branch,18831.73,Travel,Success
T001321,A00044,2024-03-09,IMPS,Internet Banking,60691.76,Utility,Success
T001322,A00523,2025-11-24,ATM,ATM,10000.0,Cash Withdrawal,Success
T001323,A00560,2025-04-22,IMPS,Branch,101668.86,Education,Success
T001324,A00430,2024-09-14,UPI,Mobile,6019.51,Healthcare,Success
T001325,A00133,2024-02-07,Debit,ATM,6893.77,Cash Withdrawal,Success
T001326,A00407,2025-01-19,Debit,Mobile,16970.9,Healthcare,Success
T001327,A00227,2025-03-21,NEFT,Internet Banking,5307.22,Healthcare,Success
T001328,A00147,2025-10-26,NEFT,Mobile,38362.8,Investment,Success
T001329,A00469,2024-09-15,UPI,Mobile,2050.61,Healthcare,Success
T001330,A00216,2025-04-19,Credit,Mobile,5227.33,Education,Success
T001331,A00107,2024-10-29,Debit,ATM,6575.62,Loan EMI,Success
T001332,A00463,2024-03-20,UPI,Mobile,2808.23,Utility,Success
T001333,A00042,2025-05-05,Credit,ATM,14505.16,Education,Success
T001334,A00012,2024-04-13,Credit,ATM,253085.66,Retail,Success
T001335,A00025,2025-04-04,UPI,Mobile,4057.18,Healthcare,Success
T001336,A00391,2024-02-22,NEFT,Branch,7107.16,Utility,Success
T001337,A00463,2025-06-10,Credit,Mobile,7413.76,Utility,Success
T001338,A00470,2025-10-12,Debit,Branch,4796.8,Education,Success
T001339,A00419,2024-08-13,Credit,ATM,17419.36,Retail,Success
T001340,A00205,2025-03-03,NEFT,Internet Banking,41072.43,Healthcare,Success
T001341,A00222,2024-01-01,IMPS,Internet Banking,14690.49,Utility,Success
T001342,A00068,2024-08-12,UPI,Mobile,715.51,Travel,Success
T001343,A00083,2025-11-16,UPI,Mobile,3470.77,Utility,Failed
T001344,A00502,2024-09-21,UPI,Mobile,1064.94,Utility,Success
T001345,A00163,2025-11-14,ATM,ATM,20000.0,Cash Withdrawal,Success
T001346,A00259,2024-08-19,NEFT,Mobile,4346.66,Healthcare,Failed
T001347,A00319,2025-05-25,IMPS,Mobile,13546.03,Utility,Success
T001348,A00271,2024-04-19,NEFT,Branch,105935.62,Investment,Success
T001349,A00262,2025-04-20,IMPS,Internet Banking,64964.34,Retail,Success
T001350,A00425,2025-03-05,UPI,Mobile,463.33,Utility,Success
T001351,A00514,2025-11-09,Credit,ATM,12250.42,Retail,Success
T001352,A00161,2025-02-28,UPI,Mobile,2874.97,Retail,Success
T001353,A00327,2024-08-29,UPI,Mobile,276.58,Healthcare,Success
T001354,A00226,2025-02-19,UPI,Mobile,3097.04,Travel,Success
T001355,A00173,2024-12-10,Credit,ATM,14416.67,Investment,Success
T001356,A00086,2024-01-09,Credit,Internet Banking,6283.73,Loan EMI,Failed
T001357,A00159,2024-02-22,Credit,Branch,15907.25,Retail,Reversed
T001358,A00390,2025-11-26,ATM,ATM,20000.0,Cash Withdrawal,Success
T001359,A00042,2024-06-18,NEFT,Mobile,41478.84,Utility,Success
T001360,A00041,2025-09-21,Credit,Branch,13770.43,Utility,Success
T001361,A00524,2024-04-20,Debit,ATM,11960.2,Travel,Success
T001362,A00067,2025-04-18,UPI,Mobile,691.52,Utility,Success
T001363,A00550,2024-04-08,UPI,Mobile,815.32,Travel,Success
T001364,A00359,2025-11-11,Credit,Internet Banking,9173.68,Loan EMI,Success
T001365,A00312,2025-10-31,ATM,ATM,5000.0,Cash Withdrawal,Failed
T001366,A00328,2025-11-13,Debit,Branch,11175.44,Loan EMI,Success
T001367,A00083,2024-03-01,UPI,Mobile,2413.59,Retail,Reversed
T001368,A00133,2024-06-01,ATM,ATM,2000.0,Cash Withdrawal,Success
T001369,A00251,2025-05-08,UPI,Mobile,5074.86,Retail,Success
T001370,A00588,2025-08-24,Debit,Branch,12627.57,Loan EMI,Success
T001371,A00416,2024-07-15,Debit,Mobile,16321.94,Retail,Success
T001372,A00414,2024-07-10,NEFT,Mobile,60271.57,Healthcare,Success
T001373,A00480,2024-05-16,NEFT,Branch,54637.86,Healthcare,Failed
T001374,A00193,2024-01-08,NEFT,Internet Banking,15728.35,Education,Success
T001375,A00355,2024-05-31,Credit,Branch,24184.46,Education,Success
T001376,A00295,2024-07-26,ATM,ATM,5000.0,Cash Withdrawal,Success
T001377,A00384,2025-12-29,Debit,ATM,437958.86,Healthcare,Success
T001378,A00535,2024-07-25,Debit,ATM,11852.09,Cash Withdrawal,Success
T001379,A00208,2025-03-21,ATM,ATM,20000.0,Cash Withdrawal,Success
T001380,A00583,2024-10-24,UPI,Mobile,705.03,Healthcare,Success
T001381,A00435,2025-08-26,UPI,Mobile,1535.16,Retail,Success
T001382,A00495,2025-09-15,UPI,Mobile,318.88,Utility,Success
T001383,A00279,2024-11-03,NEFT,Internet Banking,85792.87,Investment,Success
T001384,A00420,2024-09-28,Credit,Branch,6838.97,Retail,Success
T001385,A00251,2025-02-10,Credit,Mobile,8848.7,Travel,Success
T001386,A00582,2025-03-02,Credit,ATM,24986.27,Retail,Success
T001387,A00569,2025-11-08,UPI,Mobile,3526.66,Retail,Failed
T001388,A00414,2025-07-28,ATM,ATM,1000.0,Cash Withdrawal,Success
T001389,A00459,2024-03-22,Debit,Branch,190914.23,Loan EMI,Success
T001390,A00272,2024-06-22,ATM,ATM,20000.0,Cash Withdrawal,Success
T001391,A00456,2024-07-27,ATM,ATM,2000.0,Cash Withdrawal,Failed
T001392,A00328,2025-07-09,ATM,ATM,20000.0,Cash Withdrawal,Reversed
T001393,A00128,2024-01-04,IMPS,Internet Banking,93987.57,Education,Success
T001394,A00482,2024-12-11,Credit,Internet Banking,5258.22,Travel,Success
T001395,A00087,2024-12-30,NEFT,Mobile,42632.57,Investment,Success
T001396,A00264,2024-01-19,IMPS,Branch,15409.51,Utility,Success
T001397,A00363,2024-06-13,UPI,Mobile,3177.02,Travel,Failed
T001398,A00372,2024-01-31,Debit,Internet Banking,20672.75,Investment,Success
T001399,A00428,2024-08-05,Credit,Internet Banking,29652.24,Travel,Success
T001400,A00528,2025-07-24,NEFT,Mobile,33592.29,Education,Success
T001401,A00043,2024-02-07,UPI,Mobile,5463.63,Retail,Success
T001402,A00396,2025-10-26,Debit,Mobile,4949.67,Healthcare,Success
T001403,A00101,2025-08-31,UPI,Mobile,1438.24,Retail,Success
T001404,A00589,2025-07-18,ATM,ATM,2000.0,Cash Withdrawal,Success
T001405,A00337,2024-09-08,Debit,Internet Banking,5092.73,Cash Withdrawal,Success
T001406,A00319,2025-11-11,IMPS,Internet Banking,38657.89,Education,Reversed
T001407,A00298,2024-12-14,NEFT,Internet Banking,15910.01,Retail,Success
T001408,A00319,2025-02-20,Credit,ATM,21157.79,Healthcare,Success
T001409,A00144,2025-06-21,UPI,Mobile,2122.6,Retail,Success
T001410,A00278,2024-12-07,Debit,Mobile,4619.36,Utility,Success
T001411,A00082,2024-08-25,Credit,ATM,18211.46,Travel,Success
T001412,A00582,2024-10-31,IMPS,Branch,89824.74,Education,Success
T001413,A00042,2024-11-15,IMPS,Mobile,49787.61,Utility,Success
T001414,A00054,2024-05-20,Credit,Mobile,3569.72,Travel,Success
T001415,A00384,2025-02-19,UPI,Mobile,1333.49,Utility,Failed
T001416,A00261,2024-03-24,Debit,Branch,16905.13,Travel,Success
T001417,A00230,2025-12-26,Credit,Branch,466082.59,Investment,Success
T001418,A00198,2025-05-19,UPI,Mobile,595.58,Retail,Success
T001419,A00413,2024-07-16,NEFT,Mobile,73834.43,Education,Failed
T001420,A00440,2025-08-15,Debit,Branch,8872.22,Travel,Success
T001421,A00531,2024-01-02,IMPS,Mobile,89859.94,Retail,Success
T001422,A00135,2025-08-13,Debit,Mobile,7442.67,Education,Success
T001423,A00263,2024-02-17,ATM,ATM,20000.0,Cash Withdrawal,Failed
T001424,A00294,2024-04-25,UPI,Mobile,1137.74,Travel,Success
T001425,A00015,2025-02-27,Credit,Branch,7024.34,Loan EMI,Success
T001426,A00130,2025-01-12,Debit,Internet Banking,9659.47,Investment,Success
T001427,A00474,2025-11-10,Debit,Branch,14567.32,Education,Success
T001428,A00255,2025-05-16,UPI,Mobile,625.34,Utility,Success
T001429,A00463,2025-04-19,Credit,Mobile,4368.99,Loan EMI,Success
T001430,A00117,2024-10-21,Credit,ATM,2555.64,Utility,Success
T001431,A00565,2024-03-07,UPI,Mobile,232.05,Utility,Success
T001432,A00212,2025-12-05,NEFT,Mobile,10074.21,Healthcare,Success
T001433,A00468,2024-05-16,Credit,Branch,7405.58,Loan EMI,Reversed
T001434,A00587,2025-06-05,UPI,Mobile,1716.15,Travel,Success
T001435,A00557,2024-09-17,ATM,ATM,2000.0,Cash Withdrawal,Success
T001436,A00329,2025-02-17,Credit,Mobile,14056.19,Education,Success
T001437,A00257,2025-11-15,IMPS,Branch,36927.41,Retail,Success
T001438,A00192,2025-10-04,UPI,Mobile,3896.25,Retail,Success
T001439,A00590,2025-03-05,UPI,Mobile,4731.96,Retail,Success
T001440,A00325,2025-03-11,Debit,ATM,8901.72,Education,Success
T001441,A00379,2024-04-08,Debit,Branch,5172.19,Education,Success
T001442,A00379,2025-04-27,ATM,ATM,10000.0,Cash Withdrawal,Success
T001443,A00017,2025-12-07,Credit,Branch,35856.95,Education,Success
T001444,A00500,2025-02-26,UPI,Mobile,3352.09,Retail,Reversed
T001445,A00584,2025-03-27,ATM,ATM,1000.0,Cash Withdrawal,Success
T001446,A00103,2024-02-07,Debit,Internet Banking,21181.06,Travel,Success
T001447,A00480,2024-08-02,Credit,Branch,7190.29,Travel,Success
T001448,A00572,2025-10-06,IMPS,Internet Banking,59556.58,Utility,Success
T001449,A00176,2025-11-04,ATM,ATM,689432.76,Cash Withdrawal,Success
T001450,A00228,2025-02-25,NEFT,Internet Banking,37137.21,Utility,Success
T001451,A00295,2024-01-01,UPI,Mobile,1415.68,Utility,Success
T001452,A00173,2024-01-28,ATM,ATM,20000.0,Cash Withdrawal,Success
T001453,A00203,2024-06-25,NEFT,Internet Banking,31773.32,Utility,Success
T001454,A00221,2024-07-21,Credit,Internet Banking,14996.66,Retail,Success
T001455,A00141,2024-02-02,Credit,Branch,25904.1,Healthcare,Success
T001456,A00318,2025-12-04,UPI,Mobile,5989.63,Retail,Success
T001457,A00403,2024-01-08,Credit,Mobile,8121.29,Utility,Success
T001458,A00115,2024-03-27,ATM,ATM,1000.0,Cash Withdrawal,Success
T001459,A00465,2024-08-22,ATM,ATM,1000.0,Cash Withdrawal,Success
T001460,A00591,2025-11-24,UPI,Mobile,1738.79,Utility,Success
T001461,A00568,2025-11-07,UPI,Mobile,1388.06,Healthcare,Success
T001462,A00475,2024-10-12,Debit,Branch,14369.24,Retail,Success
T001463,A00571,2025-04-21,IMPS,Branch,28420.34,Utility,Success
T001464,A00056,2024-08-23,ATM,ATM,10000.0,Cash Withdrawal,Success
T001465,A00512,2025-02-08,IMPS,Branch,19584.75,Investment,Success
T001466,A00244,2024-05-09,Debit,Mobile,8129.32,Travel,Success
T001467,A00360,2025-06-21,UPI,Mobile,947.31,Utility,Success
T001468,A00187,2024-02-15,UPI,Mobile,1335.57,Travel,Success
T001469,A00094,2025-06-14,Credit,Internet Banking,3832.94,Travel,Success
T001470,A00084,2024-11-25,UPI,Mobile,962.75,Utility,Success
T001471,A00034,2024-01-12,NEFT,Branch,45198.38,Utility,Success
T001472,A00087,2024-11-26,Credit,Mobile,14211.94,Travel,Success
T001473,A00104,2025-03-25,NEFT,Branch,40201.95,Education,Success
T001474,A00027,2024-06-02,IMPS,Mobile,80445.97,Healthcare,Success
T001475,A00538,2025-10-23,Debit,ATM,14642.56,Cash Withdrawal,Success
T001476,A00155,2025-09-06,ATM,ATM,10000.0,Cash Withdrawal,Success
T001477,A00080,2024-06-03,Credit,ATM,24068.77,Retail,Success
T001478,A00541,2025-03-21,UPI,Mobile,5992.51,Retail,Success
T001479,A00275,2024-09-08,Debit,ATM,18782.18,Travel,Success
T001480,A00565,2024-06-02,UPI,Mobile,445.83,Retail,Success
T001481,A00283,2025-06-07,Debit,ATM,13133.62,Healthcare,Success
T001482,A00179,2025-08-13,Debit,Mobile,11904.42,Retail,Success
T001483,A00219,2024-09-03,UPI,Mobile,4206.46,Healthcare,Success
T001484,A00018,2025-10-01,NEFT,Branch,30931.63,Investment,Success
T001485,A00049,2024-05-05,NEFT,Mobile,17437.03,Retail,Success
T001486,A00564,2024-01-06,Debit,ATM,7684.49,Utility,Success
T001487,A00262,2025-06-12,Debit,Branch,3972.63,Travel,Success
T001488,A00068,2024-05-24,ATM,ATM,10000.0,Cash Withdrawal,Success
T001489,A00557,2025-08-08,UPI,Mobile,5373.16,Utility,Success
T001490,A00255,2025-03-05,ATM,ATM,1000.0,Cash Withdrawal,Success
T001491,A00564,2025-03-17,Debit,ATM,10972.43,Cash Withdrawal,Success
T001492,A00415,2024-10-25,IMPS,Branch,12237.69,Healthcare,Failed
T001493,A00397,2024-10-24,NEFT,Internet Banking,94934.48,Investment,Success
T001494,A00392,2024-12-14,UPI,Mobile,4960.7,Travel,Failed
T001495,A00024,2025-11-15,Credit,Internet Banking,12175.3,Cash Withdrawal,Success
T001496,A00309,2025-06-09,UPI,Mobile,421.24,Retail,Success
T001497,A00392,2024-09-04,UPI,Mobile,1031.42,Travel,Success
T001498,A00141,2025-04-21,UPI,Mobile,1260.02,Retail,Success
T001499,A00308,2025-12-04,UPI,Mobile,1561.54,Utility,Failed
T001500,A00220,2024-12-29,Debit,ATM,4752.2,Healthcare,Success
T001501,A00234,2024-05-24,NEFT,Internet Banking,63840.04,Utility,Success
T001502,A00499,2024-05-06,UPI,Mobile,142.53,Travel,Success
T001503,A00209,2025-05-19,Debit,Internet Banking,21734.62,Healthcare,Success
T001504,A00434,2024-02-05,ATM,ATM,500.0,Cash Withdrawal,Success
T001505,A00539,2025-05-23,ATM,ATM,2000.0,Cash Withdrawal,Success
T001506,A00534,2025-02-20,NEFT,Branch,80525.99,Retail,Success
T001507,A00194,2024-08-01,NEFT,Internet Banking,25474.66,Retail,Success
T001508,A00118,2025-07-16,Credit,Mobile,10367.78,Education,Success
T001509,A00531,2024-09-27,ATM,ATM,10000.0,Cash Withdrawal,Success
T001510,A00445,2024-01-04,NEFT,Branch,87028.89,Investment,Success
T001511,A00367,2024-05-17,NEFT,Internet Banking,52748.56,Education,Success
T001512,A00561,2025-10-16,NEFT,Mobile,26182.34,Utility,Success
T001513,A00422,2025-06-26,UPI,Mobile,1265.4,Retail,Success
T001514,A00435,2024-07-18,Credit,Branch,15050.76,Education,Success
T001515,A00077,2024-09-02,UPI,Mobile,5059.0,Utility,Success
T001516,A00269,2024-02-07,ATM,ATM,20000.0,Cash Withdrawal,Success
T001517,A00435,2024-02-13,NEFT,Branch,29294.11,Utility,Success
T001518,A00526,2025-02-08,UPI,Mobile,1122.58,Retail,Success
T001519,A00135,2025-03-12,NEFT,Internet Banking,34724.46,Utility,Success
T001520,A00057,2025-06-16,NEFT,Mobile,34874.89,Healthcare,Success
T001521,A00028,2025-01-30,Credit,Internet Banking,13388.45,Travel,Success
T001522,A00106,2024-06-28,ATM,ATM,2000.0,Cash Withdrawal,Success
T001523,A00460,2025-06-05,UPI,Mobile,1430.23,Healthcare,Success
T001524,A00518,2025-03-10,ATM,ATM,20000.0,Cash Withdrawal,Success
T001525,A00560,2024-09-27,Debit,Mobile,22531.25,Travel,Success
T001526,A00006,2025-06-24,IMPS,Internet Banking,16321.29,Education,Success
T001527,A00586,2025-06-25,Credit,Mobile,14358.54,Education,Success
T001528,A00131,2024-02-24,Credit,ATM,14722.65,Loan EMI,Success
T001529,A00049,2025-06-03,Debit,Mobile,5969.7,Cash Withdrawal,Success
T001530,A00017,2025-04-08,IMPS,Branch,45154.94,Investment,Success
T001531,A00450,2025-10-01,UPI,Mobile,2163.24,Healthcare,Success
T001532,A00588,2025-10-19,UPI,Mobile,67.81,Healthcare,Success
T001533,A00152,2025-07-02,NEFT,Branch,15007.37,Healthcare,Success
T001534,A00154,2024-12-04,UPI,Mobile,450306.87,Utility,Success
T001535,A00206,2024-06-28,NEFT,Internet Banking,21227.16,Investment,Success
T001536,A00235,2024-10-28,NEFT,Mobile,12209.8,Healthcare,Failed
T001537,A00057,2025-02-21,UPI,Mobile,219.62,Retail,Success
T001538,A00423,2025-10-17,Credit,Internet Banking,4791.8,Retail,Success
T001539,A00228,2024-11-12,UPI,Mobile,1383.0,Travel,Success
T001540,A00385,2025-10-27,Debit,Branch,4033.58,Retail,Reversed
T001541,A00004,2024-12-18,IMPS,Branch,53215.66,Utility,Success
T001542,A00464,2024-12-15,Credit,Branch,5886.75,Investment,Success
T001543,A00154,2025-03-20,ATM,ATM,500.0,Cash Withdrawal,Success
T001544,A00403,2024-12-18,UPI,Mobile,1918.19,Retail,Success
T001545,A00515,2025-03-12,Credit,Branch,25405.76,Education,Success
T001546,A00357,2024-05-03,Debit,Branch,24450.1,Cash Withdrawal,Success
T001547,A00331,2025-06-05,Debit,Mobile,13305.21,Retail,Success
T001548,A00236,2024-01-02,Credit,Internet Banking,4538.88,Investment,Success
T001549,A00057,2024-04-29,NEFT,Mobile,32726.63,Retail,Success
T001550,A00203,2025-09-18,Debit,Mobile,13590.64,Retail,Success
T001551,A00058,2025-09-18,UPI,Mobile,6719.6,Retail,Success
T001552,A00342,2024-02-25,UPI,Mobile,216.92,Travel,Success
T001553,A00473,2025-10-19,UPI,Mobile,1462.81,Travel,Success
T001554,A00297,2024-10-03,Credit,Internet Banking,16264.49,Loan EMI,Success
T001555,A00171,2024-02-29,ATM,ATM,5000.0,Cash Withdrawal,Success
T001556,A00440,2025-11-18,Credit,Branch,659066.9,Healthcare,Success
T001557,A00525,2025-10-02,NEFT,Mobile,39656.14,Utility,Success
T001558,A00069,2024-09-26,Credit,ATM,6163.66,Travel,Success
T001559,A00485,2024-08-25,Credit,Branch,19528.45,Healthcare,Failed
T001560,A00214,2024-12-19,IMPS,Mobile,34886.56,Utility,Failed
T001561,A00497,2024-01-11,Debit,Branch,12608.25,Travel,Success
T001562,A00404,2024-04-25,Debit,Internet Banking,20819.69,Education,Failed
T001563,A00338,2024-05-15,UPI,Mobile,1180.23,Utility,Success
T001564,A00478,2024-03-17,NEFT,Branch,77294.95,Education,Success
T001565,A00177,2025-08-15,Debit,Branch,3916.62,Investment,Success
T001566,A00099,2025-03-17,Debit,Mobile,13085.48,Education,Success
